Reksa Dana;Bulan;Y;X1;X2
Reksa Dana Fwd Asset High Conviction Equity Fund;Juni 2019;0,029604;0,019658;1
Reksa Dana Fwd Asset High Conviction Equity Fund;Juli 2019;-0,007924;0,000593;1
Reksa Dana Fwd Asset High Conviction Equity Fund;Agustus 2019;-0,032174;-0,014129;0
Reksa Dana Fwd Asset High Conviction Equity Fund;September 2019;-0,035416;-0,029604;0
Reksa Dana Fwd Asset High Conviction Equity Fund;Oktober 2019;-0,003573;0,005179;1
Reksa Dana Fwd Asset High Conviction Equity Fund;November 2019;-0,033689;-0,039180;0
Reksa Dana Fwd Asset High Conviction Equity Fund;Desember 2019;0,033454;0,043436;1
Reksa Dana Fwd Asset High Conviction Equity Fund;Januari 2020;-0,063908;-0,061487;0
Reksa Dana Fwd Asset High Conviction Equity Fund;Februari 2020;-0,072009;-0,086466;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Januari 2016;0,010463;0,000402;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Februari 2016;0,029454;0,029337;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Maret 2016;0,008230;0,011176;1
Reksa Dana Fwd Asset Sectoral Equity Fund;April 2016;-0,014958;-0,005822;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Mei 2016;-0,009018;-0,013041;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Juni 2016;0,046651;0,041397;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Juli 2016;0,024955;0,035315;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Agustus 2016;0,021430;0,028173;1
Reksa Dana Fwd Asset Sectoral Equity Fund;September 2016;-0,013854;-0,008357;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Oktober 2016;-0,003790;0,006342;1
Reksa Dana Fwd Asset Sectoral Equity Fund;November 2016;-0,083126;-0,054882;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Desember 2016;0,019406;0,024284;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Januari 2017;-0,011815;-0,004914;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Februari 2017;0,011664;0,013068;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Maret 2017;0,022834;0,029258;1
Reksa Dana Fwd Asset Sectoral Equity Fund;April 2017;0,018377;0,016626;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Mei 2017;0,005710;0,004875;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Juni 2017;0,013818;0,011536;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Juli 2017;-0,004716;-0,002494;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Agustus 2017;-0,002225;-0,000463;0
Reksa Dana Fwd Asset Sectoral Equity Fund;September 2017;-0,007517;0,001853;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Oktober 2017;0,006870;0,013361;1
Reksa Dana Fwd Asset Sectoral Equity Fund;November 2017;-0,008842;-0,013352;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Desember 2017;0,070346;0,063372;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Januari 2018;0,012184;0,034911;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Februari 2018;-0,007437;-0,005694;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Maret 2018;-0,084014;-0,066300;0
Reksa Dana Fwd Asset Sectoral Equity Fund;April 2018;-0,039909;-0,035830;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Mei 2018;-0,002982;-0,006257;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Juni 2018;-0,048138;-0,035230;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Juli 2018;0,028124;0,019237;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Agustus 2018;0,004716;0,009396;1
Reksa Dana Fwd Asset Sectoral Equity Fund;September 2018;-0,012480;-0,011384;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Oktober 2018;-0,021457;-0,028666;0
Reksa Dana Fwd Asset Sectoral Equity Fund;November 2018;0,039891;0,034071;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Desember 2018;0,012847;0,018429;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Januari 2019;0,046473;0,050220;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Februari 2019;-0,033720;-0,018139;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Maret 2019;0,003521;-0,000477;0
Reksa Dana Fwd Asset Sectoral Equity Fund;April 2019;-0,001073;-0,006494;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Mei 2019;-0,030073;-0,042564;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Juni 2019;0,029290;0,019658;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Juli 2019;-0,007206;0,000593;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Agustus 2019;-0,028921;-0,014129;0
Reksa Dana Fwd Asset Sectoral Equity Fund;September 2019;-0,040397;-0,029604;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Oktober 2019;-0,008702;0,005179;1
Reksa Dana Fwd Asset Sectoral Equity Fund;November 2019;-0,039023;-0,039180;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Desember 2019;0,030313;0,043436;1
Reksa Dana Fwd Asset Sectoral Equity Fund;Januari 2020;-0,058590;-0,061487;0
Reksa Dana Fwd Asset Sectoral Equity Fund;Februari 2020;-0,070915;-0,086466;0
Reksa Dana Fwd Asset Value Select Equity Fund;Januari 2016;-0,011321;0,000402;1
Reksa Dana Fwd Asset Value Select Equity Fund;Februari 2016;0,028548;0,029337;1
Reksa Dana Fwd Asset Value Select Equity Fund;Maret 2016;0,031082;0,011176;1
Reksa Dana Fwd Asset Value Select Equity Fund;April 2016;-0,009304;-0,005822;0
Reksa Dana Fwd Asset Value Select Equity Fund;Mei 2016;-0,009304;-0,013041;0
Reksa Dana Fwd Asset Value Select Equity Fund;Juni 2016;0,050459;0,041397;1
Reksa Dana Fwd Asset Value Select Equity Fund;Juli 2016;0,023004;0,035315;1
Reksa Dana Fwd Asset Value Select Equity Fund;Agustus 2016;0,008139;0,028173;1
Reksa Dana Fwd Asset Value Select Equity Fund;September 2016;-0,032671;-0,008357;0
Reksa Dana Fwd Asset Value Select Equity Fund;Oktober 2016;0,011634;0,006342;1
Reksa Dana Fwd Asset Value Select Equity Fund;November 2016;-0,069739;-0,054882;0
Reksa Dana Fwd Asset Value Select Equity Fund;Desember 2016;-0,001892;0,024284;1
Reksa Dana Fwd Asset Value Select Equity Fund;Januari 2017;0,001088;-0,004914;0
Reksa Dana Fwd Asset Value Select Equity Fund;Februari 2017;0,021433;0,013068;1
Reksa Dana Fwd Asset Value Select Equity Fund;Maret 2017;0,001045;0,029258;1
Reksa Dana Fwd Asset Value Select Equity Fund;April 2017;0,015025;0,016626;1
Reksa Dana Fwd Asset Value Select Equity Fund;Mei 2017;-0,011770;0,004875;1
Reksa Dana Fwd Asset Value Select Equity Fund;Juni 2017;-0,001240;0,011536;1
Reksa Dana Fwd Asset Value Select Equity Fund;Juli 2017;0,005620;-0,002494;0
Reksa Dana Fwd Asset Value Select Equity Fund;Agustus 2017;-0,000818;-0,000463;0
Reksa Dana Fwd Asset Value Select Equity Fund;September 2017;-0,020113;0,001853;1
Reksa Dana Fwd Asset Value Select Equity Fund;Oktober 2017;0,022839;0,013361;1
Reksa Dana Fwd Asset Value Select Equity Fund;November 2017;-0,026059;-0,013352;0
Reksa Dana Fwd Asset Value Select Equity Fund;Desember 2017;0,038752;0,063372;1
Reksa Dana Fwd Asset Value Select Equity Fund;Januari 2018;0,046343;0,034911;1
Reksa Dana Fwd Asset Value Select Equity Fund;Februari 2018;-0,005227;-0,005694;0
Reksa Dana Fwd Asset Value Select Equity Fund;Maret 2018;-0,066069;-0,066300;0
Reksa Dana Fwd Asset Value Select Equity Fund;April 2018;-0,018575;-0,035830;0
Reksa Dana Fwd Asset Value Select Equity Fund;Mei 2018;0,009883;-0,006257;0
Reksa Dana Fwd Asset Value Select Equity Fund;Juni 2018;-0,069610;-0,035230;0
Reksa Dana Fwd Asset Value Select Equity Fund;Juli 2018;0,030118;0,019237;1
Reksa Dana Fwd Asset Value Select Equity Fund;Agustus 2018;-0,013242;0,009396;1
Reksa Dana Fwd Asset Value Select Equity Fund;September 2018;-0,029907;-0,011384;0
Reksa Dana Fwd Asset Value Select Equity Fund;Oktober 2018;-0,050561;-0,028666;0
Reksa Dana Fwd Asset Value Select Equity Fund;November 2018;0,034915;0,034071;1
Reksa Dana Fwd Asset Value Select Equity Fund;Desember 2018;0,030219;0,018429;1
Reksa Dana Fwd Asset Value Select Equity Fund;Januari 2019;0,049240;0,050220;1
Reksa Dana Fwd Asset Value Select Equity Fund;Februari 2019;-0,016984;-0,018139;0
Reksa Dana Fwd Asset Value Select Equity Fund;Maret 2019;-0,010484;-0,000477;0
Reksa Dana Fwd Asset Value Select Equity Fund;April 2019;0,006016;-0,006494;0
Reksa Dana Fwd Asset Value Select Equity Fund;Mei 2019;-0,053216;-0,042564;0
Reksa Dana Fwd Asset Value Select Equity Fund;Juni 2019;0,029582;0,019658;1
Reksa Dana Fwd Asset Value Select Equity Fund;Juli 2019;-0,008707;0,000593;1
Reksa Dana Fwd Asset Value Select Equity Fund;Agustus 2019;-0,021483;-0,014129;0
Reksa Dana Fwd Asset Value Select Equity Fund;September 2019;-0,035462;-0,029604;0
Reksa Dana Fwd Asset Value Select Equity Fund;Oktober 2019;-0,002541;0,005179;1
Reksa Dana Fwd Asset Value Select Equity Fund;November 2019;-0,036899;-0,039180;0
Reksa Dana Fwd Asset Value Select Equity Fund;Desember 2019;0,015729;0,043436;1
Reksa Dana Fwd Asset Value Select Equity Fund;Januari 2020;-0,091239;-0,061487;0
Reksa Dana Fwd Asset Value Select Equity Fund;Februari 2020;-0,080679;-0,086466;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Januari 2016;0,008409;0,000402;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Februari 2016;0,028184;0,029337;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Maret 2016;0,009643;0,011176;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;April 2016;-0,010900;-0,005822;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Mei 2016;-0,006454;-0,013041;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juni 2016;0,040990;0,041397;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juli 2016;0,024753;0,035315;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Agustus 2016;0,018294;0,028173;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;September 2016;-0,011199;-0,008357;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Oktober 2016;-0,007995;0,006342;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;November 2016;-0,084603;-0,054882;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Desember 2016;0,023721;0,024284;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Januari 2017;-0,012251;-0,004914;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Februari 2017;0,014307;0,013068;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Maret 2017;0,023742;0,029258;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;April 2017;0,019749;0,016626;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Mei 2017;0,011833;0,004875;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juni 2017;0,012908;0,011536;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juli 2017;-0,005065;-0,002494;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Agustus 2017;0,000006;-0,000463;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;September 2017;-0,004693;0,001853;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Oktober 2017;0,006478;0,013361;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;November 2017;-0,006678;-0,013352;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Desember 2017;0,067984;0,063372;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Januari 2018;0,007345;0,034911;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Februari 2018;-0,008290;-0,005694;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Maret 2018;-0,076061;-0,066300;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;April 2018;-0,035631;-0,035830;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Mei 2018;-0,007669;-0,006257;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juni 2018;-0,046163;-0,035230;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juli 2018;0,019166;0,019237;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Agustus 2018;0,009818;0,009396;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;September 2018;-0,008401;-0,011384;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Oktober 2018;-0,023279;-0,028666;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;November 2018;0,041689;0,034071;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Desember 2018;0,006190;0,018429;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Januari 2019;0,044545;0,050220;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Februari 2019;-0,029637;-0,018139;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Maret 2019;0,007098;-0,000477;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;April 2019;0,006040;-0,006494;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Mei 2019;-0,025728;-0,042564;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juni 2019;0,024470;0,019658;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juli 2019;-0,002091;0,000593;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Agustus 2019;-0,021527;-0,014129;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;September 2019;-0,035671;-0,029604;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Oktober 2019;0,000180;0,005179;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;November 2019;-0,038309;-0,039180;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Desember 2019;0,040051;0,043436;1
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Januari 2020;-0,049120;-0,061487;0
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Februari 2020;-0,074506;-0,086466;0
Reksa Dana HPAM Ultima Ekuitas 1;Januari 2016;0,001731;0,000402;1
Reksa Dana HPAM Ultima Ekuitas 1;Februari 2016;0,005683;0,029337;1
Reksa Dana HPAM Ultima Ekuitas 1;Maret 2016;0,002435;0,011176;1
Reksa Dana HPAM Ultima Ekuitas 1;April 2016;0,002805;-0,005822;0
Reksa Dana HPAM Ultima Ekuitas 1;Mei 2016;0,004500;-0,013041;0
Reksa Dana HPAM Ultima Ekuitas 1;Juni 2016;0,056468;0,041397;1
Reksa Dana HPAM Ultima Ekuitas 1;Juli 2016;0,053674;0,035315;1
Reksa Dana HPAM Ultima Ekuitas 1;Agustus 2016;0,016150;0,028173;1
Reksa Dana HPAM Ultima Ekuitas 1;September 2016;-0,011817;-0,008357;0
Reksa Dana HPAM Ultima Ekuitas 1;Oktober 2016;0,021394;0,006342;1
Reksa Dana HPAM Ultima Ekuitas 1;November 2016;-0,001531;-0,054882;0
Reksa Dana HPAM Ultima Ekuitas 1;Desember 2016;-0,007886;0,024284;1
Reksa Dana HPAM Ultima Ekuitas 1;Januari 2017;0,034466;-0,004914;0
Reksa Dana HPAM Ultima Ekuitas 1;Februari 2017;-0,015406;0,013068;1
Reksa Dana HPAM Ultima Ekuitas 1;Maret 2017;0,029667;0,029258;1
Reksa Dana HPAM Ultima Ekuitas 1;April 2017;0,026328;0,016626;1
Reksa Dana HPAM Ultima Ekuitas 1;Mei 2017;-0,028562;0,004875;1
Reksa Dana HPAM Ultima Ekuitas 1;Juni 2017;-0,000916;0,011536;1
Reksa Dana HPAM Ultima Ekuitas 1;Juli 2017;0,008389;-0,002494;0
Reksa Dana HPAM Ultima Ekuitas 1;Agustus 2017;-0,008074;-0,000463;0
Reksa Dana HPAM Ultima Ekuitas 1;September 2017;-0,022006;0,001853;1
Reksa Dana HPAM Ultima Ekuitas 1;Oktober 2017;0,045367;0,013361;1
Reksa Dana HPAM Ultima Ekuitas 1;November 2017;-0,000384;-0,013352;0
Reksa Dana HPAM Ultima Ekuitas 1;Desember 2017;0,046537;0,063372;1
Reksa Dana HPAM Ultima Ekuitas 1;Januari 2018;0,075453;0,034911;1
Reksa Dana HPAM Ultima Ekuitas 1;Februari 2018;-0,004027;-0,005694;0
Reksa Dana HPAM Ultima Ekuitas 1;Maret 2018;-0,083382;-0,066300;0
Reksa Dana HPAM Ultima Ekuitas 1;April 2018;-0,025249;-0,035830;0
Reksa Dana HPAM Ultima Ekuitas 1;Mei 2018;-0,022751;-0,006257;0
Reksa Dana HPAM Ultima Ekuitas 1;Juni 2018;-0,048589;-0,035230;0
Reksa Dana HPAM Ultima Ekuitas 1;Juli 2018;-0,014196;0,019237;1
Reksa Dana HPAM Ultima Ekuitas 1;Agustus 2018;-0,008940;0,009396;1
Reksa Dana HPAM Ultima Ekuitas 1;September 2018;0,011826;-0,011384;0
Reksa Dana HPAM Ultima Ekuitas 1;Oktober 2018;-0,032447;-0,028666;0
Reksa Dana HPAM Ultima Ekuitas 1;November 2018;0,050715;0,034071;1
Reksa Dana HPAM Ultima Ekuitas 1;Desember 2018;0,049084;0,018429;1
Reksa Dana HPAM Ultima Ekuitas 1;Januari 2019;0,059267;0,050220;1
Reksa Dana HPAM Ultima Ekuitas 1;Februari 2019;0,004217;-0,018139;0
Reksa Dana HPAM Ultima Ekuitas 1;Maret 2019;-0,028959;-0,000477;0
Reksa Dana HPAM Ultima Ekuitas 1;April 2019;-0,000250;-0,006494;0
Reksa Dana HPAM Ultima Ekuitas 1;Mei 2019;-0,044662;-0,042564;0
Reksa Dana HPAM Ultima Ekuitas 1;Juni 2019;0,026890;0,019658;1
Reksa Dana HPAM Ultima Ekuitas 1;Juli 2019;0,004668;0,000593;1
Reksa Dana HPAM Ultima Ekuitas 1;Agustus 2019;-0,004876;-0,014129;0
Reksa Dana HPAM Ultima Ekuitas 1;September 2019;-0,026462;-0,029604;0
Reksa Dana HPAM Ultima Ekuitas 1;Oktober 2019;0,009839;0,005179;1
Reksa Dana HPAM Ultima Ekuitas 1;November 2019;-0,037880;-0,039180;0
Reksa Dana HPAM Ultima Ekuitas 1;Desember 2019;0,061253;0,043436;1
Reksa Dana HPAM Ultima Ekuitas 1;Januari 2020;-0,073344;-0,061487;0
Reksa Dana HPAM Ultima Ekuitas 1;Februari 2020;-0,091541;-0,086466;0
Reksa Dana Premier Ekuitas Makro Plus;Januari 2016;0,004599;0,000402;1
Reksa Dana Premier Ekuitas Makro Plus;Februari 2016;0,022216;0,029337;1
Reksa Dana Premier Ekuitas Makro Plus;Maret 2016;0,009411;0,011176;1
Reksa Dana Premier Ekuitas Makro Plus;April 2016;-0,018862;-0,005822;0
Reksa Dana Premier Ekuitas Makro Plus;Mei 2016;-0,013888;-0,013041;0
Reksa Dana Premier Ekuitas Makro Plus;Juni 2016;0,039716;0,041397;1
Reksa Dana Premier Ekuitas Makro Plus;Juli 2016;0,035888;0,035315;1
Reksa Dana Premier Ekuitas Makro Plus;Agustus 2016;0,020924;0,028173;1
Reksa Dana Premier Ekuitas Makro Plus;September 2016;-0,013043;-0,008357;0
Reksa Dana Premier Ekuitas Makro Plus;Oktober 2016;-0,016010;0,006342;1
Reksa Dana Premier Ekuitas Makro Plus;November 2016;-0,082722;-0,054882;0
Reksa Dana Premier Ekuitas Makro Plus;Desember 2016;0,020099;0,024284;1
Reksa Dana Premier Ekuitas Makro Plus;Januari 2017;-0,016962;-0,004914;0
Reksa Dana Premier Ekuitas Makro Plus;Februari 2017;0,011570;0,013068;1
Reksa Dana Premier Ekuitas Makro Plus;Maret 2017;0,027409;0,029258;1
Reksa Dana Premier Ekuitas Makro Plus;April 2017;-0,002197;0,016626;1
Reksa Dana Premier Ekuitas Makro Plus;Mei 2017;0,013285;0,004875;1
Reksa Dana Premier Ekuitas Makro Plus;Juni 2017;0,014544;0,011536;1
Reksa Dana Premier Ekuitas Makro Plus;Juli 2017;0,014781;-0,002494;0
Reksa Dana Premier Ekuitas Makro Plus;Agustus 2017;-0,011409;-0,000463;0
Reksa Dana Premier Ekuitas Makro Plus;September 2017;-0,011348;0,001853;1
Reksa Dana Premier Ekuitas Makro Plus;Oktober 2017;0,012940;0,013361;1
Reksa Dana Premier Ekuitas Makro Plus;November 2017;-0,010321;-0,013352;0
Reksa Dana Premier Ekuitas Makro Plus;Desember 2017;0,076400;0,063372;1
Reksa Dana Premier Ekuitas Makro Plus;Januari 2018;0,012015;0,034911;1
Reksa Dana Premier Ekuitas Makro Plus;Februari 2018;-0,012203;-0,005694;0
Reksa Dana Premier Ekuitas Makro Plus;Maret 2018;-0,077151;-0,066300;0
Reksa Dana Premier Ekuitas Makro Plus;April 2018;-0,041075;-0,035830;0
Reksa Dana Premier Ekuitas Makro Plus;Mei 2018;-0,014597;-0,006257;0
Reksa Dana Premier Ekuitas Makro Plus;Juni 2018;-0,060271;-0,035230;0
Reksa Dana Premier Ekuitas Makro Plus;Juli 2018;0,019673;0,019237;1
Reksa Dana Premier Ekuitas Makro Plus;Agustus 2018;0,016723;0,009396;1
Reksa Dana Premier Ekuitas Makro Plus;September 2018;-0,014504;-0,011384;0
Reksa Dana Premier Ekuitas Makro Plus;Oktober 2018;-0,012961;-0,028666;0
Reksa Dana Premier Ekuitas Makro Plus;November 2018;0,040169;0,034071;1
Reksa Dana Premier Ekuitas Makro Plus;Desember 2018;0,008917;0,018429;1
Reksa Dana Premier Ekuitas Makro Plus;Januari 2019;0,059924;0,050220;1
Reksa Dana Premier Ekuitas Makro Plus;Februari 2019;-0,039688;-0,018139;0
Reksa Dana Premier Ekuitas Makro Plus;Maret 2019;0,026769;-0,000477;0
Reksa Dana Premier Ekuitas Makro Plus;April 2019;0,019147;-0,006494;0
Reksa Dana Premier Ekuitas Makro Plus;Mei 2019;-0,045331;-0,042564;0
Reksa Dana Premier Ekuitas Makro Plus;Juni 2019;0,045207;0,019658;1
Reksa Dana Premier Ekuitas Makro Plus;Juli 2019;-0,017691;0,000593;1
Reksa Dana Premier Ekuitas Makro Plus;Agustus 2019;-0,034265;-0,014129;0
Reksa Dana Premier Ekuitas Makro Plus;September 2019;-0,020267;-0,029604;0
Reksa Dana Premier Ekuitas Makro Plus;Oktober 2019;0,001283;0,005179;1
Reksa Dana Premier Ekuitas Makro Plus;November 2019;-0,057841;-0,039180;0
Reksa Dana Premier Ekuitas Makro Plus;Desember 2019;0,043743;0,043436;1
Reksa Dana Premier Ekuitas Makro Plus;Januari 2020;-0,064930;-0,061487;0
Reksa Dana Premier Ekuitas Makro Plus;Februari 2020;-0,088333;-0,086466;0
Reksa Dana I Am Equity Fund;Januari 2016;0,023691;0,000402;1
Reksa Dana I Am Equity Fund;Februari 2016;0,012791;0,029337;1
Reksa Dana I Am Equity Fund;Maret 2016;0,084810;0,011176;1
Reksa Dana I Am Equity Fund;April 2016;0,024076;-0,005822;0
Reksa Dana I Am Equity Fund;Mei 2016;-0,039622;-0,013041;0
Reksa Dana I Am Equity Fund;Juni 2016;0,043672;0,041397;1
Reksa Dana I Am Equity Fund;Juli 2016;0,063312;0,035315;1
Reksa Dana I Am Equity Fund;Agustus 2016;0,019178;0,028173;1
Reksa Dana I Am Equity Fund;September 2016;-0,044196;-0,008357;0
Reksa Dana I Am Equity Fund;Oktober 2016;-0,018053;0,006342;1
Reksa Dana I Am Equity Fund;November 2016;-0,025072;-0,054882;0
Reksa Dana I Am Equity Fund;Desember 2016;0,010640;0,024284;1
Reksa Dana I Am Equity Fund;Januari 2017;-0,019014;-0,004914;0
Reksa Dana I Am Equity Fund;Februari 2017;0,019656;0,013068;1
Reksa Dana I Am Equity Fund;Maret 2017;-0,003794;0,029258;1
Reksa Dana I Am Equity Fund;April 2017;-0,015624;0,016626;1
Reksa Dana I Am Equity Fund;Mei 2017;-0,010004;0,004875;1
Reksa Dana I Am Equity Fund;Juni 2017;-0,022505;0,011536;1
Reksa Dana I Am Equity Fund;Juli 2017;0,012274;-0,002494;0
Reksa Dana I Am Equity Fund;Agustus 2017;-0,018494;-0,000463;0
Reksa Dana I Am Equity Fund;September 2017;-0,045449;0,001853;1
Reksa Dana I Am Equity Fund;Oktober 2017;0,060468;0,013361;1
Reksa Dana I Am Equity Fund;November 2017;-0,053104;-0,013352;0
Reksa Dana I Am Equity Fund;Desember 2017;-0,002608;0,063372;1
Reksa Dana I Am Equity Fund;Januari 2018;0,084735;0,034911;1
Reksa Dana I Am Equity Fund;Februari 2018;-0,005469;-0,005694;0
Reksa Dana I Am Equity Fund;Maret 2018;-0,037576;-0,066300;0
Reksa Dana I Am Equity Fund;April 2018;0,011145;-0,035830;0
Reksa Dana I Am Equity Fund;Mei 2018;-0,037208;-0,006257;0
Reksa Dana I Am Equity Fund;Juni 2018;-0,071607;-0,035230;0
Reksa Dana I Am Equity Fund;Juli 2018;0,014756;0,019237;1
Reksa Dana I Am Equity Fund;Agustus 2018;0,026063;0,009396;1
Reksa Dana I Am Equity Fund;September 2018;-0,016025;-0,011384;0
Reksa Dana I Am Equity Fund;Oktober 2018;-0,054870;-0,028666;0
Reksa Dana I Am Equity Fund;November 2018;0,066752;0,034071;1
Reksa Dana I Am Equity Fund;Desember 2018;0,012396;0,018429;1
Reksa Dana I Am Equity Fund;Januari 2019;0,088696;0,050220;1
Reksa Dana I Am Equity Fund;Februari 2019;-0,025264;-0,018139;0
Reksa Dana I Am Equity Fund;Maret 2019;0,020115;-0,000477;0
Reksa Dana I Am Equity Fund;April 2019;0,009239;-0,006494;0
Reksa Dana I Am Equity Fund;Mei 2019;-0,080224;-0,042564;0
Reksa Dana I Am Equity Fund;Juni 2019;0,051556;0,019658;1
Reksa Dana I Am Equity Fund;Juli 2019;-0,010166;0,000593;1
Reksa Dana I Am Equity Fund;Agustus 2019;-0,027099;-0,014129;0
Reksa Dana I Am Equity Fund;September 2019;-0,040425;-0,029604;0
Reksa Dana I Am Equity Fund;Oktober 2019;0,008322;0,005179;1
Reksa Dana I Am Equity Fund;November 2019;-0,072602;-0,039180;0
Reksa Dana I Am Equity Fund;Desember 2019;0,090688;0,043436;1
Reksa Dana I Am Equity Fund;Januari 2020;-0,107087;-0,061487;0
Reksa Dana I Am Equity Fund;Februari 2020;-0,127564;-0,086466;0
Reksa Dana Lautandhana Equity Progresif;Januari 2016;0,002531;0,000402;1
Reksa Dana Lautandhana Equity Progresif;Februari 2016;0,030312;0,029337;1
Reksa Dana Lautandhana Equity Progresif;Maret 2016;0,038348;0,011176;1
Reksa Dana Lautandhana Equity Progresif;April 2016;-0,011007;-0,005822;0
Reksa Dana Lautandhana Equity Progresif;Mei 2016;0,000436;-0,013041;0
Reksa Dana Lautandhana Equity Progresif;Juni 2016;0,043585;0,041397;1
Reksa Dana Lautandhana Equity Progresif;Juli 2016;0,035421;0,035315;1
Reksa Dana Lautandhana Equity Progresif;Agustus 2016;0,003643;0,028173;1
Reksa Dana Lautandhana Equity Progresif;September 2016;-0,023414;-0,008357;0
Reksa Dana Lautandhana Equity Progresif;Oktober 2016;-0,002872;0,006342;1
Reksa Dana Lautandhana Equity Progresif;November 2016;-0,080148;-0,054882;0
Reksa Dana Lautandhana Equity Progresif;Desember 2016;0,019644;0,024284;1
