waktu,username,text;
2022-02-06 10:59:24+00:00,C r a b $,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI BAGIHOKI BAGIHOKI 2 28ff';
2022-02-06 10:57:17+00:00,Ariesta Pratiwi,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI Part 36';
2022-02-06 10:56:38+00:00,Ariesta Pratiwi,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI Part 35';
2022-02-06 10:56:24+00:00,Ariesta Pratiwi,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI Part 34';
2022-02-06 10:55:40+00:00,ynarh,b'mending nge grabfood skrng tpi lgi hujan deres';
2022-02-06 10:52:41+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 800';
2022-02-06 10:52:36+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 799';
2022-02-06 10:52:32+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 798';
2022-02-06 10:52:27+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 797';
2022-02-06 10:52:21+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 796';
2022-02-06 10:52:17+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 795';
2022-02-06 10:52:12+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 794';
2022-02-06 10:52:06+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 793';
2022-02-06 10:52:02+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 792';
2022-02-06 10:51:57+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 791';
2022-02-06 10:51:54+00:00,C r a b $,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI BAGIHOKI BAGIHOKI 2 26x';
2022-02-06 10:51:52+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 790';
2022-02-06 10:51:46+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 789';
2022-02-06 10:51:42+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 788';
2022-02-06 10:51:35+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 787';
2022-02-06 10:51:17+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 786';
2022-02-06 10:51:13+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 785';
2022-02-06 10:51:09+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 784';
2022-02-06 10:51:04+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 783';
2022-02-06 10:51:00+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 782';
2022-02-06 10:50:55+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 781';
2022-02-06 10:50:51+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 780';
2022-02-06 10:50:46+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 779';
2022-02-06 10:50:42+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 778';
2022-02-06 10:50:36+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 777';
2022-02-06 10:50:29+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 776';
2022-02-06 10:50:20+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 775';
2022-02-06 10:50:10+00:00,C r a b $,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI BAGIHOKI BAGIHOKI 2 260';
2022-02-06 10:50:08+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 774';
2022-02-06 10:50:03+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 773';
2022-02-06 10:49:59+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 772';
2022-02-06 10:49:55+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 771';
2022-02-06 10:49:48+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 770';
2022-02-06 10:49:43+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 769';
2022-02-06 10:49:37+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 768';
2022-02-06 10:49:31+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 767';
2022-02-06 10:49:26+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 766';
2022-02-06 10:49:22+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 765';
2022-02-06 10:49:17+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 764';
2022-02-06 10:49:12+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 763';
2022-02-06 10:49:07+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 762';
2022-02-06 10:49:01+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 761';
2022-02-06 10:48:57+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 760';
2022-02-06 10:48:51+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 759';
2022-02-06 10:48:46+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 758';
2022-02-06 10:48:41+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 757';
2022-02-06 10:48:35+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 756';
2022-02-06 10:48:31+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 755';
2022-02-06 10:48:26+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 754';
2022-02-06 10:48:22+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 753';
2022-02-06 10:48:17+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 752';
2022-02-06 10:48:13+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 751';
2022-02-06 10:48:08+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 750';
2022-02-06 10:48:04+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 749';
2022-02-06 10:48:00+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 748';
2022-02-06 10:47:54+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 747';
2022-02-06 10:47:50+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 746';
2022-02-06 10:47:46+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 745';
2022-02-06 10:47:41+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 744';
2022-02-06 10:47:36+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 743';
2022-02-06 10:47:31+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 742';
2022-02-06 10:47:27+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 741';
2022-02-06 10:47:23+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 740';
2022-02-06 10:47:18+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 739';
2022-02-06 10:47:14+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 738';
2022-02-06 10:47:10+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 737';
2022-02-06 10:47:06+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 736';
2022-02-06 10:47:00+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 735';
2022-02-06 10:46:54+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 734';
2022-02-06 10:46:49+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 733';
2022-02-06 10:46:45+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 732';
2022-02-06 10:46:41+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 045';
2022-02-06 10:46:40+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 731';
2022-02-06 10:46:38+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 044';
2022-02-06 10:46:36+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 730';
2022-02-06 10:46:35+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 043';
2022-02-06 10:46:31+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 729';
2022-02-06 10:46:31+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 042';
2022-02-06 10:46:27+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 728';
2022-02-06 10:46:27+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 041';
2022-02-06 10:46:24+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 040';
2022-02-06 10:46:23+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 727';
2022-02-06 10:46:19+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 726';
2022-02-06 10:46:17+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 039';
2022-02-06 10:46:14+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 725';
2022-02-06 10:46:14+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 038';
2022-02-06 10:46:10+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 724';
2022-02-06 10:46:09+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 037';
2022-02-06 10:46:06+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 036';
2022-02-06 10:46:05+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 723';
2022-02-06 10:46:03+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 034';
2022-02-06 10:46:01+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 722';
2022-02-06 10:46:00+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 035';
2022-02-06 10:45:57+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 033';
2022-02-06 10:45:56+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 721';
2022-02-06 10:45:54+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 032';
2022-02-06 10:45:52+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 720';
2022-02-06 10:45:51+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 031';
2022-02-06 10:45:47+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 719';
2022-02-06 10:45:47+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 030';
2022-02-06 10:45:43+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 718';
2022-02-06 10:45:40+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 029';
2022-02-06 10:45:39+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 717';
2022-02-06 10:45:36+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 028';
2022-02-06 10:45:35+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 716';
2022-02-06 10:45:31+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 027';
2022-02-06 10:45:28+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 715';
2022-02-06 10:45:25+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 026';
2022-02-06 10:45:24+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 714';
2022-02-06 10:45:22+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 025';
2022-02-06 10:45:19+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 713';
2022-02-06 10:45:18+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 024';
2022-02-06 10:45:15+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 023';
2022-02-06 10:45:13+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 712';
2022-02-06 10:45:12+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 022';
2022-02-06 10:45:08+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 021';
2022-02-06 10:45:07+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 711';
2022-02-06 10:45:03+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 710';
2022-02-06 10:44:58+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 709';
2022-02-06 10:44:54+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 708';
2022-02-06 10:44:49+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 707';
2022-02-06 10:44:45+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 706';
2022-02-06 10:44:41+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 705';
2022-02-06 10:44:36+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 704';
2022-02-06 10:44:32+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 703';
2022-02-06 10:44:27+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 702';
2022-02-06 10:44:20+00:00,Joe~,b'Waktunya Bagi Hoki iPhone 12 GrabFood dan GrabMart lagi lagi BAGI HOKI BAGIHOKI BAGIHOKI BAGIHOKI 4 701';
2022-02-06 10:41:01+00:00,al🍜,b'Ah iya just in case bertanya2 nih buat resto aku udh ada di grabfood gofood sama shopee food Cukup search aja K';
2022-02-06 10:33:24+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 020';
2022-02-06 10:33:18+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 019';
2022-02-06 10:33:14+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 018';
2022-02-06 10:33:11+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 017';
2022-02-06 10:33:07+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 016';
2022-02-06 10:33:04+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 015';
2022-02-06 10:33:00+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 014';
2022-02-06 10:32:56+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 013';
2022-02-06 10:32:53+00:00,Riaaa,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 12610';
2022-02-06 10:32:51+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 012';
2022-02-06 10:32:47+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 011';
2022-02-06 10:32:45+00:00,Riaaa,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 12609';
2022-02-06 10:32:44+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 010';
2022-02-06 10:32:40+00:00,Riaaa,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 12608';
2022-02-06 10:32:36+00:00,Riaaa,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 12607';
2022-02-06 10:32:33+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 009';
2022-02-06 10:32:32+00:00,Riaaa,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 12606';
2022-02-06 10:32:32+00:00,V I S I T J O H O R,b'Kalau korang nak tahu Roast N Coffee sudah mula beroperasi seperti biasa bermula 5 Februari Sabtu ini Roast N Co';
2022-02-06 10:32:30+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 008';
2022-02-06 10:32:26+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 007';
2022-02-06 10:32:26+00:00,Riaaa,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 12605';
2022-02-06 10:32:22+00:00,Riaaa,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 12604';
2022-02-06 10:32:22+00:00,HLM,b'GRABFOOD DAN GRABMART LAGI LAGI BAGI HOKI BAGIHOKI 6 006';
