Reksa Dana;Bulan;Y;X1;X2
Reksa Dana Cipta Gtws Equity;Februari 2021;0,025679;0,061564;0,003790
Reksa Dana Cipta Gtws Equity;Maret 2021;-0,043985;-0,044222;0,001956
Reksa Dana Cipta Gtws Equity;April 2021;0,018511;-0,001475;0,000002
Reksa Dana Cipta Gtws Equity;Mei 2021;-0,013935;-0,011195;0,000125
Reksa Dana Cipta Gtws Equity;Juni 2021;-0,006738;0,003231;0,000010
Reksa Dana Cipta Gtws Equity;Juli 2021;-0,024551;0,010963;0,000120
Reksa Dana Cipta Gtws Equity;Agustus 2021;0,004711;0,010059;0,000101
Reksa Dana Cipta Gtws Equity;September 2021;0,061650;0,019054;0,000363
Reksa Dana Cipta Gtws Equity;Oktober 2021;0,056822;0,045257;0,002048
Reksa Dana Cipta Gtws Equity;November 2021;-0,018552;-0,011874;0,000141
Reksa Dana Cipta Gtws Equity;Desember 2021;0,011742;0,004115;0,000017
Reksa Dana Cipta Prima;Maret 2020;-0,179198;-0,170744;0,029154
Reksa Dana Cipta Prima;April 2020;0,043607;0,035937;0,001291
Reksa Dana Cipta Prima;Mei 2020;0,012894;0,004727;0,000022
Reksa Dana Cipta Prima;Juni 2020;0,049042;0,028767;0,000828
Reksa Dana Cipta Prima;Juli 2020;0,058895;0,046627;0,002174
Reksa Dana Cipta Prima;Agustus 2020;0,005983;0,176314;0,031087
Reksa Dana Cipta Prima;September 2020;-0,090060;-0,201361;0,040546
Reksa Dana Cipta Prima;Oktober 2020;0,064345;0,049853;0,002485
Reksa Dana Cipta Prima;November 2020;0,111889;0,091254;0,008327
Reksa Dana Cipta Prima;Desember 2020;0,040033;0,062165;0,003865
Reksa Dana Cipta Prima;Januari 2021;-0,018615;-0,022684;0,000515
Reksa Dana Cipta Prima;Februari 2021;0,024295;0,061564;0,003790
Reksa Dana Cipta Prima;Maret 2021;-0,039483;-0,044222;0,001956
Reksa Dana Cipta Prima;April 2021;0,005445;-0,001475;0,000002
Reksa Dana Cipta Prima;Mei 2021;-0,022134;-0,011195;0,000125
Reksa Dana Cipta Prima;Juni 2021;-0,028400;0,003231;0,000010
Reksa Dana Cipta Prima;Juli 2021;-0,015945;0,010963;0,000120
Reksa Dana Cipta Prima;Agustus 2021;0,019763;0,010059;0,000101
Reksa Dana Cipta Prima;September 2021;0,029154;0,019054;0,000363
Reksa Dana Cipta Prima;Oktober 2021;0,049639;0,045257;0,002048
Reksa Dana Cipta Prima;November 2021;-0,034514;-0,011874;0,000141
Reksa Dana Cipta Prima;Desember 2021;-0,015765;0,004115;0,000017
Reksa Dana Rencana Cerdas;Maret 2020;-0,213496;-0,170744;0,029154
Reksa Dana Rencana Cerdas;April 2020;0,051331;0,035937;0,001291
Reksa Dana Rencana Cerdas;Mei 2020;0,017951;0,004727;0,000022
Reksa Dana Rencana Cerdas;Juni 2020;0,042727;0,028767;0,000828
Reksa Dana Rencana Cerdas;Juli 2020;0,050990;0,046627;0,002174
Reksa Dana Rencana Cerdas;Agustus 2020;0,021949;0,176314;0,031087
Reksa Dana Rencana Cerdas;September 2020;-0,094355;-0,201361;0,040546
Reksa Dana Rencana Cerdas;Oktober 2020;0,066161;0,049853;0,002485
Reksa Dana Rencana Cerdas;November 2020;0,108385;0,091254;0,008327
Reksa Dana Rencana Cerdas;Desember 2020;0,050670;0,062165;0,003865
Reksa Dana Rencana Cerdas;Januari 2021;-0,020152;-0,022684;0,000515
Reksa Dana Rencana Cerdas;Februari 2021;0,026083;0,061564;0,003790
Reksa Dana Rencana Cerdas;Maret 2021;-0,046874;-0,044222;0,001956
Reksa Dana Rencana Cerdas;April 2021;0,019784;-0,001475;0,000002
Reksa Dana Rencana Cerdas;Mei 2021;-0,013751;-0,011195;0,000125
Reksa Dana Rencana Cerdas;Juni 2021;-0,007965;0,003231;0,000010
Reksa Dana Rencana Cerdas;Juli 2021;-0,024396;0,010963;0,000120
Reksa Dana Rencana Cerdas;Agustus 2021;0,004062;0,010059;0,000101
Reksa Dana Rencana Cerdas;September 2021;0,061574;0,019054;0,000363
Reksa Dana Rencana Cerdas;Oktober 2021;0,059269;0,045257;0,002048
Reksa Dana Rencana Cerdas;November 2021;-0,019059;-0,011874;0,000141
Reksa Dana Rencana Cerdas;Desember 2021;0,011363;0,004115;0,000017
Reksa Dana Danareksa Mawar Ekuitas Plus;Maret 2020;-0,213024;-0,170744;0,029154
Reksa Dana Danareksa Mawar Ekuitas Plus;April 2020;0,032786;0,035937;0,001291
Reksa Dana Danareksa Mawar Ekuitas Plus;Mei 2020;0,017900;0,004727;0,000022
Reksa Dana Danareksa Mawar Ekuitas Plus;Juni 2020;0,049157;0,028767;0,000828
Reksa Dana Danareksa Mawar Ekuitas Plus;Juli 2020;0,053793;0,046627;0,002174
Reksa Dana Danareksa Mawar Ekuitas Plus;Agustus 2020;0,026207;0,176314;0,031087
Reksa Dana Danareksa Mawar Ekuitas Plus;September 2020;-0,126151;-0,201361;0,040546
Reksa Dana Danareksa Mawar Ekuitas Plus;Oktober 2020;0,062794;0,049853;0,002485
Reksa Dana Danareksa Mawar Ekuitas Plus;November 2020;0,114415;0,091254;0,008327
Reksa Dana Danareksa Mawar Ekuitas Plus;Desember 2020;0,068928;0,062165;0,003865
Reksa Dana Danareksa Mawar Ekuitas Plus;Januari 2021;-0,046108;-0,022684;0,000515
Reksa Dana Danareksa Mawar Ekuitas Plus;Februari 2021;0,030776;0,061564;0,003790
Reksa Dana Danareksa Mawar Ekuitas Plus;Maret 2021;-0,057400;-0,044222;0,001956
Reksa Dana Danareksa Mawar Ekuitas Plus;April 2021;-0,002100;-0,001475;0,000002
Reksa Dana Danareksa Mawar Ekuitas Plus;Mei 2021;-0,012983;-0,011195;0,000125
Reksa Dana Danareksa Mawar Ekuitas Plus;Juni 2021;-0,037524;0,003231;0,000010
Reksa Dana Danareksa Mawar Ekuitas Plus;Juli 2021;0,004199;0,010963;0,000120
Reksa Dana Danareksa Mawar Ekuitas Plus;Agustus 2021;0,006689;0,010059;0,000101
Reksa Dana Danareksa Mawar Ekuitas Plus;September 2021;0,029679;0,019054;0,000363
Reksa Dana Danareksa Mawar Ekuitas Plus;Oktober 2021;0,052649;0,045257;0,002048
Reksa Dana Danareksa Mawar Ekuitas Plus;November 2021;-0,043808;-0,011874;0,000141
Reksa Dana Danareksa Mawar Ekuitas Plus;Desember 2021;-0,001527;0,004115;0,000017
Reksa Dana Danareksa Mawar;Maret 2020;-0,198641;-0,170744;0,029154
Reksa Dana Danareksa Mawar;April 2020;0,014895;0,035937;0,001291
Reksa Dana Danareksa Mawar;Mei 2020;0,014626;0,004727;0,000022
Reksa Dana Danareksa Mawar;Juni 2020;0,049088;0,028767;0,000828
Reksa Dana Danareksa Mawar;Juli 2020;0,060146;0,046627;0,002174
Reksa Dana Danareksa Mawar;Agustus 2020;0,025262;0,176314;0,031087
Reksa Dana Danareksa Mawar;September 2020;-0,101699;-0,201361;0,040546
Reksa Dana Danareksa Mawar;Oktober 2020;0,062607;0,049853;0,002485
Reksa Dana Danareksa Mawar;November 2020;0,124354;0,091254;0,008327
Reksa Dana Danareksa Mawar;Desember 2020;0,084678;0,062165;0,003865
Reksa Dana Danareksa Mawar;Januari 2021;-0,038708;-0,022684;0,000515
Reksa Dana Danareksa Mawar;Februari 2021;0,041795;0,061564;0,003790
Reksa Dana Danareksa Mawar;Maret 2021;-0,065487;-0,044222;0,001956
Reksa Dana Danareksa Mawar;April 2021;0,002388;-0,001475;0,000002
Reksa Dana Danareksa Mawar;Mei 2021;-0,014985;-0,011195;0,000125
Reksa Dana Danareksa Mawar;Juni 2021;-0,028799;0,003231;0,000010
Reksa Dana Danareksa Mawar;Juli 2021;0,010219;0,010963;0,000120
Reksa Dana Danareksa Mawar;Agustus 2021;-0,007573;0,010059;0,000101
Reksa Dana Danareksa Mawar;September 2021;0,027795;0,019054;0,000363
Reksa Dana Danareksa Mawar;Oktober 2021;0,056628;0,045257;0,002048
Reksa Dana Danareksa Mawar;November 2021;-0,028167;-0,011874;0,000141
Reksa Dana Danareksa Mawar;Desember 2021;-0,004217;0,004115;0,000017
Reksa Dana Danareksa Mawar Fokus 10;Maret 2020;-0,273824;-0,170744;0,029154
Reksa Dana Danareksa Mawar Fokus 10;April 2020;0,095998;0,035937;0,001291
Reksa Dana Danareksa Mawar Fokus 10;Mei 2020;0,048333;0,004727;0,000022
Reksa Dana Danareksa Mawar Fokus 10;Juni 2020;0,077192;0,028767;0,000828
Reksa Dana Danareksa Mawar Fokus 10;Juli 2020;0,022713;0,046627;0,002174
Reksa Dana Danareksa Mawar Fokus 10;Agustus 2020;0,067078;0,176314;0,031087
Reksa Dana Danareksa Mawar Fokus 10;September 2020;-0,116879;-0,201361;0,040546
Reksa Dana Danareksa Mawar Fokus 10;Oktober 2020;0,092008;0,049853;0,002485
Reksa Dana Danareksa Mawar Fokus 10;November 2020;0,135540;0,091254;0,008327
Reksa Dana Danareksa Mawar Fokus 10;Desember 2020;0,157421;0,062165;0,003865
Reksa Dana Danareksa Mawar Fokus 10;Januari 2021;-0,056692;-0,022684;0,000515
Reksa Dana Danareksa Mawar Fokus 10;Februari 2021;0,079849;0,061564;0,003790
Reksa Dana Danareksa Mawar Fokus 10;Maret 2021;-0,103515;-0,044222;0,001956
Reksa Dana Danareksa Mawar Fokus 10;April 2021;0,017836;-0,001475;0,000002
Reksa Dana Danareksa Mawar Fokus 10;Mei 2021;-0,040850;-0,011195;0,000125
Reksa Dana Danareksa Mawar Fokus 10;Juni 2021;-0,036773;0,003231;0,000010
Reksa Dana Danareksa Mawar Fokus 10;Juli 2021;-0,011792;0,010963;0,000120
Reksa Dana Danareksa Mawar Fokus 10;Agustus 2021;-0,015655;0,010059;0,000101
Reksa Dana Danareksa Mawar Fokus 10;September 2021;0,056743;0,019054;0,000363
Reksa Dana Danareksa Mawar Fokus 10;Oktober 2021;0,028628;0,045257;0,002048
Reksa Dana Danareksa Mawar Fokus 10;November 2021;-0,043385;-0,011874;0,000141
Reksa Dana Danareksa Mawar Fokus 10;Desember 2021;0,000003;0,004115;0,000017
Reksa Dana Danareksa Mawar Komoditas 10;Maret 2020;-0,195771;-0,170744;0,029154
Reksa Dana Danareksa Mawar Komoditas 10;April 2020;0,015886;0,035937;0,001291
Reksa Dana Danareksa Mawar Komoditas 10;Mei 2020;0,007581;0,004727;0,000022
Reksa Dana Danareksa Mawar Komoditas 10;Juni 2020;0,049986;0,028767;0,000828
Reksa Dana Danareksa Mawar Komoditas 10;Juli 2020;0,060004;0,046627;0,002174
Reksa Dana Danareksa Mawar Komoditas 10;Agustus 2020;0,027542;0,176314;0,031087
Reksa Dana Danareksa Mawar Komoditas 10;September 2020;-0,101215;-0,201361;0,040546
Reksa Dana Danareksa Mawar Komoditas 10;Oktober 2020;0,058966;0,049853;0,002485
Reksa Dana Danareksa Mawar Komoditas 10;November 2020;0,128321;0,091254;0,008327
Reksa Dana Danareksa Mawar Komoditas 10;Desember 2020;0,089925;0,062165;0,003865
Reksa Dana Danareksa Mawar Komoditas 10;Januari 2021;-0,038196;-0,022684;0,000515
Reksa Dana Danareksa Mawar Komoditas 10;Februari 2021;0,051757;0,061564;0,003790
Reksa Dana Danareksa Mawar Komoditas 10;Maret 2021;-0,064248;-0,044222;0,001956
Reksa Dana Danareksa Mawar Komoditas 10;April 2021;0,005909;-0,001475;0,000002
Reksa Dana Danareksa Mawar Komoditas 10;Mei 2021;-0,013170;-0,011195;0,000125
Reksa Dana Danareksa Mawar Komoditas 10;Juni 2021;-0,020363;0,003231;0,000010
Reksa Dana Danareksa Mawar Komoditas 10;Juli 2021;0,014232;0,010963;0,000120
Reksa Dana Danareksa Mawar Komoditas 10;Agustus 2021;-0,012525;0,010059;0,000101
Reksa Dana Danareksa Mawar Komoditas 10;September 2021;0,028166;0,019054;0,000363
Reksa Dana Danareksa Mawar Komoditas 10;Oktober 2021;0,059035;0,045257;0,002048
Reksa Dana Danareksa Mawar Komoditas 10;November 2021;-0,024912;-0,011874;0,000141
Reksa Dana Danareksa Mawar Komoditas 10;Desember 2021;0,003984;0,004115;0,000017
Reksa Dana Eastspring Investments Value Discovery Kelas A;Maret 2020;-0,212535;-0,170744;0,029154
Reksa Dana Eastspring Investments Value Discovery Kelas A;April 2020;0,053798;0,035937;0,001291
Reksa Dana Eastspring Investments Value Discovery Kelas A;Mei 2020;-0,008048;0,004727;0,000022
Reksa Dana Eastspring Investments Value Discovery Kelas A;Juni 2020;0,033253;0,028767;0,000828
Reksa Dana Eastspring Investments Value Discovery Kelas A;Juli 2020;0,059805;0,046627;0,002174
Reksa Dana Eastspring Investments Value Discovery Kelas A;Agustus 2020;0,021911;0,176314;0,031087
Reksa Dana Eastspring Investments Value Discovery Kelas A;September 2020;-0,093892;-0,201361;0,040546
Reksa Dana Eastspring Investments Value Discovery Kelas A;Oktober 2020;0,058593;0,049853;0,002485
Reksa Dana Eastspring Investments Value Discovery Kelas A;November 2020;0,076917;0,091254;0,008327
Reksa Dana Eastspring Investments Value Discovery Kelas A;Desember 2020;0,118667;0,062165;0,003865
Reksa Dana Eastspring Investments Value Discovery Kelas A;Januari 2021;0,028170;-0,022684;0,000515
Reksa Dana Eastspring Investments Value Discovery Kelas A;Februari 2021;0,056044;0,061564;0,003790
Reksa Dana Eastspring Investments Value Discovery Kelas A;Maret 2021;-0,067542;-0,044222;0,001956
Reksa Dana Eastspring Investments Value Discovery Kelas A;April 2021;0,020039;-0,001475;0,000002
Reksa Dana Eastspring Investments Value Discovery Kelas A;Mei 2021;-0,006138;-0,011195;0,000125
Reksa Dana Eastspring Investments Value Discovery Kelas A;Juni 2021;0,008748;0,003231;0,000010
Reksa Dana Eastspring Investments Value Discovery Kelas A;Juli 2021;0,035374;0,010963;0,000120
Reksa Dana Eastspring Investments Value Discovery Kelas A;Agustus 2021;-0,036448;0,010059;0,000101
Reksa Dana Eastspring Investments Value Discovery Kelas A;September 2021;-0,000575;0,019054;0,000363
Reksa Dana Eastspring Investments Value Discovery Kelas A;Oktober 2021;0,017464;0,045257;0,002048
Reksa Dana Eastspring Investments Value Discovery Kelas A;November 2021;-0,011155;-0,011874;0,000141
Reksa Dana Eastspring Investments Value Discovery Kelas A;Desember 2021;0,013293;0,004115;0,000017
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Maret 2020;-0,191490;-0,170744;0,029154
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;April 2020;0,028441;0,035937;0,001291
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Mei 2020;0,002090;0,004727;0,000022
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Juni 2020;0,042532;0,028767;0,000828
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Juli 2020;0,048419;0,046627;0,002174
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Agustus 2020;0,020200;0,176314;0,031087
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;September 2020;-0,087663;-0,201361;0,040546
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Oktober 2020;0,046215;0,049853;0,002485
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;November 2020;0,082832;0,091254;0,008327
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Desember 2020;0,063107;0,062165;0,003865
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Januari 2021;-0,010136;-0,022684;0,000515
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Februari 2021;0,048047;0,061564;0,003790
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Maret 2021;-0,052929;-0,044222;0,001956
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;April 2021;0,015453;-0,001475;0,000002
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Mei 2021;-0,008382;-0,011195;0,000125
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Juni 2021;-0,012408;0,003231;0,000010
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Juli 2021;0,013207;0,010963;0,000120
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Agustus 2021;0,003367;0,010059;0,000101
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;September 2021;0,013726;0,019054;0,000363
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Oktober 2021;0,022071;0,045257;0,002048
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;November 2021;-0,019443;-0,011874;0,000141
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Desember 2021;0,001395;0,004115;0,000017
Reksa Dana Fwd Asset Philanthropy Equity Fund;Maret 2020;-0,189081;-0,170744;0,029154
Reksa Dana Fwd Asset Philanthropy Equity Fund;April 2020;0,036823;0,035937;0,001291
Reksa Dana Fwd Asset Philanthropy Equity Fund;Mei 2020;0,008066;0,004727;0,000022
Reksa Dana Fwd Asset Philanthropy Equity Fund;Juni 2020;0,041145;0,028767;0,000828
Reksa Dana Fwd Asset Philanthropy Equity Fund;Juli 2020;0,058920;0,046627;0,002174
Reksa Dana Fwd Asset Philanthropy Equity Fund;Agustus 2020;0,021357;0,176314;0,031087
Reksa Dana Fwd Asset Philanthropy Equity Fund;September 2020;-0,093959;-0,201361;0,040546
Reksa Dana Fwd Asset Philanthropy Equity Fund;Oktober 2020;0,052484;0,049853;0,002485
Reksa Dana Fwd Asset Philanthropy Equity Fund;November 2020;0,101715;0,091254;0,008327
Reksa Dana Fwd Asset Philanthropy Equity Fund;Desember 2020;0,045781;0,062165;0,003865
Reksa Dana Fwd Asset Philanthropy Equity Fund;Januari 2021;-0,054792;-0,022684;0,000515
Reksa Dana Fwd Asset Philanthropy Equity Fund;Februari 2021;0,033743;0,061564;0,003790
Reksa Dana Fwd Asset Philanthropy Equity Fund;Maret 2021;-0,025104;-0,044222;0,001956
Reksa Dana Fwd Asset Philanthropy Equity Fund;April 2021;0,002794;-0,001475;0,000002
Reksa Dana Fwd Asset Philanthropy Equity Fund;Mei 2021;-0,013016;-0,011195;0,000125
Reksa Dana Fwd Asset Philanthropy Equity Fund;Juni 2021;-0,037138;0,003231;0,000010
Reksa Dana Fwd Asset Philanthropy Equity Fund;Juli 2021;0,005662;0,010963;0,000120
Reksa Dana Fwd Asset Philanthropy Equity Fund;Agustus 2021;0,013625;0,010059;0,000101
Reksa Dana Fwd Asset Philanthropy Equity Fund;September 2021;0,013816;0,019054;0,000363
Reksa Dana Fwd Asset Philanthropy Equity Fund;Oktober 2021;0,041065;0,045257;0,002048
Reksa Dana Fwd Asset Philanthropy Equity Fund;November 2021;-0,026044;-0,011874;0,000141
Reksa Dana Fwd Asset Philanthropy Equity Fund;Desember 2021;-0,015380;0,004115;0,000017
Reksa Dana Fwd Asset High Conviction Equity Fund;Maret 2020;-0,197154;-0,170744;0,029154
Reksa Dana Fwd Asset High Conviction Equity Fund;April 2020;0,018681;0,035937;0,001291
Reksa Dana Fwd Asset High Conviction Equity Fund;Mei 2020;0,005247;0,004727;0,000022
Reksa Dana Fwd Asset High Conviction Equity Fund;Juni 2020;0,060396;0,028767;0,000828
Reksa Dana Fwd Asset High Conviction Equity Fund;Juli 2020;0,060109;0,046627;0,002174
Reksa Dana Fwd Asset High Conviction Equity Fund;Agustus 2020;0,019653;0,176314;0,031087
Reksa Dana Fwd Asset High Conviction Equity Fund;September 2020;-0,098241;-0,201361;0,040546
Reksa Dana Fwd Asset High Conviction Equity Fund;Oktober 2020;0,064451;0,049853;0,002485
Reksa Dana Fwd Asset High Conviction Equity Fund;November 2020;0,101753;0,091254;0,008327
Reksa Dana Fwd Asset High Conviction Equity Fund;Desember 2020;0,057584;0,062165;0,003865
Reksa Dana Fwd Asset High Conviction Equity Fund;Januari 2021;-0,043224;-0,022684;0,000515
Reksa Dana Fwd Asset High Conviction Equity Fund;Februari 2021;0,042649;0,061564;0,003790
Reksa Dana Fwd Asset High Conviction Equity Fund;Maret 2021;-0,029745;-0,044222;0,001956
Reksa Dana Fwd Asset High Conviction Equity Fund;April 2021;0,009912;-0,001475;0,000002
Reksa Dana Fwd Asset High Conviction Equity Fund;Mei 2021;-0,008988;-0,011195;0,000125
Reksa Dana Fwd Asset High Conviction Equity Fund;Juni 2021;-0,042119;0,003231;0,000010
Reksa Dana Fwd Asset High Conviction Equity Fund;Juli 2021;0,010330;0,010963;0,000120
Reksa Dana Fwd Asset High Conviction Equity Fund;Agustus 2021;0,012482;0,010059;0,000101
Reksa Dana Fwd Asset High Conviction Equity Fund;September 2021;0,004451;0,019054;0,000363
Reksa Dana Fwd Asset High Conviction Equity Fund;Oktober 2021;0,020273;0,045257;0,002048
Reksa Dana Fwd Asset High Conviction Equity Fund;November 2021;-0,023508;-0,011874;0,000141
Reksa Dana Fwd Asset High Conviction Equity Fund;Desember 2021;-0,009378;0,004115;0,000017
Reksa Dana Fwd Asset Sectoral Equity Fund;Maret 2020;-0,173818;-0,170744;0,029154
Reksa Dana Fwd Asset Sectoral Equity Fund;April 2020;0,026502;0,035937;0,001291
Reksa Dana Fwd Asset Sectoral Equity Fund;Mei 2020;0,008954;0,004727;0,000022
Reksa Dana Fwd Asset Sectoral Equity Fund;Juni 2020;0,048515;0,028767;0,000828
Reksa Dana Fwd Asset Sectoral Equity Fund;Juli 2020;0,053407;0,046627;0,002174
Reksa Dana Fwd Asset Sectoral Equity Fund;Agustus 2020;0,022618;0,176314;0,031087
Reksa Dana Fwd Asset Sectoral Equity Fund;September 2020;-0,089937;-0,201361;0,040546
Reksa Dana Fwd Asset Sectoral Equity Fund;Oktober 2020;0,058856;0,049853;0,002485
Reksa Dana Fwd Asset Sectoral Equity Fund;November 2020;0,109998;0,091254;0,008327
Reksa Dana Fwd Asset Sectoral Equity Fund;Desember 2020;0,052466;0,062165;0,003865
Reksa Dana Fwd Asset Sectoral Equity Fund;Januari 2021;-0,044425;-0,022684;0,000515
Reksa Dana Fwd Asset Sectoral Equity Fund;Februari 2021;0,041367;0,061564;0,003790
Reksa Dana Fwd Asset Sectoral Equity Fund;Maret 2021;-0,025994;-0,044222;0,001956
Reksa Dana Fwd Asset Sectoral Equity Fund;April 2021;0,006028;-0,001475;0,000002
Reksa Dana Fwd Asset Sectoral Equity Fund;Mei 2021;-0,011214;-0,011195;0,000125
Reksa Dana Fwd Asset Sectoral Equity Fund;Juni 2021;-0,039707;0,003231;0,000010
Reksa Dana Fwd Asset Sectoral Equity Fund;Juli 2021;0,002422;0,010963;0,000120
Reksa Dana Fwd Asset Sectoral Equity Fund;Agustus 2021;0,012392;0,010059;0,000101
Reksa Dana Fwd Asset Sectoral Equity Fund;September 2021;0,012173;0,019054;0,000363
Reksa Dana Fwd Asset Sectoral Equity Fund;Oktober 2021;0,033406;0,045257;0,002048
Reksa Dana Fwd Asset Sectoral Equity Fund;November 2021;-0,021789;-0,011874;0,000141
Reksa Dana Fwd Asset Sectoral Equity Fund;Desember 2021;-0,011987;0,004115;0,000017
Reksa Dana Fwd Asset Value Select Equity Fund;Maret 2020;-0,203376;-0,170744;0,029154
Reksa Dana Fwd Asset Value Select Equity Fund;April 2020;0,085464;0,035937;0,001291
Reksa Dana Fwd Asset Value Select Equity Fund;Mei 2020;-0,000465;0,004727;0,000022
Reksa Dana Fwd Asset Value Select Equity Fund;Juni 2020;0,059498;0,028767;0,000828
Reksa Dana Fwd Asset Value Select Equity Fund;Juli 2020;0,053202;0,046627;0,002174
Reksa Dana Fwd Asset Value Select Equity Fund;Agustus 2020;0,031149;0,176314;0,031087
Reksa Dana Fwd Asset Value Select Equity Fund;September 2020;-0,074794;-0,201361;0,040546
Reksa Dana Fwd Asset Value Select Equity Fund;Oktober 2020;0,050782;0,049853;0,002485
Reksa Dana Fwd Asset Value Select Equity Fund;November 2020;0,128976;0,091254;0,008327
Reksa Dana Fwd Asset Value Select Equity Fund;Desember 2020;0,061824;0,062165;0,003865
Reksa Dana Fwd Asset Value Select Equity Fund;Januari 2021;-0,063032;-0,022684;0,000515
Reksa Dana Fwd Asset Value Select Equity Fund;Februari 2021;0,062211;0,061564;0,003790
Reksa Dana Fwd Asset Value Select Equity Fund;Maret 2021;-0,016415;-0,044222;0,001956
Reksa Dana Fwd Asset Value Select Equity Fund;April 2021;0,028752;-0,001475;0,000002
Reksa Dana Fwd Asset Value Select Equity Fund;Mei 2021;-0,022170;-0,011195;0,000125
Reksa Dana Fwd Asset Value Select Equity Fund;Juni 2021;-0,025653;0,003231;0,000010
Reksa Dana Fwd Asset Value Select Equity Fund;Juli 2021;0,017201;0,010963;0,000120
Reksa Dana Fwd Asset Value Select Equity Fund;Agustus 2021;0,003775;0,010059;0,000101
Reksa Dana Fwd Asset Value Select Equity Fund;September 2021;0,002506;0,019054;0,000363
Reksa Dana Fwd Asset Value Select Equity Fund;Oktober 2021;0,016923;0,045257;0,002048
Reksa Dana Fwd Asset Value Select Equity Fund;November 2021;-0,016615;-0,011874;0,000141
Reksa Dana Fwd Asset Value Select Equity Fund;Desember 2021;-0,012364;0,004115;0,000017
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Maret 2020;-0,180596;-0,170744;0,029154
Reksa Dana Fwd Asset Dividend Yield Equity Fund;April 2020;0,034027;0,035937;0,001291
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Mei 2020;0,008323;0,004727;0,000022
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juni 2020;0,041970;0,028767;0,000828
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juli 2020;0,056478;0,046627;0,002174
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Agustus 2020;0,021822;0,176314;0,031087
Reksa Dana Fwd Asset Dividend Yield Equity Fund;September 2020;-0,091771;-0,201361;0,040546
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Oktober 2020;0,055448;0,049853;0,002485
Reksa Dana Fwd Asset Dividend Yield Equity Fund;November 2020;0,098911;0,091254;0,008327
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Desember 2020;0,047306;0,062165;0,003865
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Januari 2021;-0,044878;-0,022684;0,000515
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Februari 2021;0,035395;0,061564;0,003790
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Maret 2021;-0,026895;-0,044222;0,001956
Reksa Dana Fwd Asset Dividend Yield Equity Fund;April 2021;0,005309;-0,001475;0,000002
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Mei 2021;-0,009856;-0,011195;0,000125
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juni 2021;-0,039525;0,003231;0,000010
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juli 2021;0,003420;0,010963;0,000120
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Agustus 2021;0,013124;0,010059;0,000101
Reksa Dana Fwd Asset Dividend Yield Equity Fund;September 2021;0,009877;0,019054;0,000363
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Oktober 2021;0,030146;0,045257;0,002048
Reksa Dana Fwd Asset Dividend Yield Equity Fund;November 2021;-0,022123;-0,011874;0,000141
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Desember 2021;-0,010067;0,004115;0,000017
Reksa Dana HPAM Ultima Ekuitas 1;Maret 2020;-0,235447;-0,170744;0,029154
Reksa Dana HPAM Ultima Ekuitas 1;April 2020;0,071187;0,035937;0,001291
Reksa Dana HPAM Ultima Ekuitas 1;Mei 2020;-0,029374;0,004727;0,000022
Reksa Dana HPAM Ultima Ekuitas 1;Juni 2020;0,001773;0,028767;0,000828
Reksa Dana HPAM Ultima Ekuitas 1;Juli 2020;0,025614;0,046627;0,002174
