Reksa Dana;Bulan;Y;X1;X2
Reksa Dana Cipta Prima;Juni 2021;-0.03;0.00;1.00
Reksa Dana Cipta Prima;Juli 2021;-0.02;0.01;1.00
Reksa Dana Cipta Prima;Agustus 2021;0.02;0.01;1.00
Reksa Dana Cipta Prima;September 2021;0.03;0.02;1.00
Reksa Dana Cipta Prima;Oktober 2021;0.05;0.05;1.00
Reksa Dana Cipta Prima;November 2021;-0.03;-0.01;0.00
Reksa Dana Cipta Prima;Desember 2021;-0.02;0.00;1.00
Reksa Dana Rencana Cerdas;Maret 2020;-0.21;-0.17;0.00
Reksa Dana Rencana Cerdas;April 2020;0.05;0.04;1.00
Reksa Dana Rencana Cerdas;Mei 2020;0.02;0.00;1.00
Reksa Dana Rencana Cerdas;Juni 2020;0.04;0.03;1.00
Reksa Dana Rencana Cerdas;Juli 2020;0.05;0.05;1.00
Reksa Dana Rencana Cerdas;Agustus 2020;0.02;0.18;1.00
Reksa Dana Rencana Cerdas;September 2020;-0.09;-0.20;0.00
Reksa Dana Rencana Cerdas;Oktober 2020;0.07;0.05;1.00
Reksa Dana Rencana Cerdas;November 2020;0.11;0.09;1.00
Reksa Dana Rencana Cerdas;Desember 2020;0.05;0.06;1.00
Reksa Dana Rencana Cerdas;Januari 2021;-0.02;-0.02;0.00
Reksa Dana Rencana Cerdas;Februari 2021;0.03;0.06;1.00
Reksa Dana Rencana Cerdas;Maret 2021;-0.05;-0.04;0.00
Reksa Dana Rencana Cerdas;April 2021;0.02;0.00;0.00
Reksa Dana Rencana Cerdas;Mei 2021;-0.01;-0.01;0.00
Reksa Dana Rencana Cerdas;Juni 2021;-0.01;0.00;1.00
Reksa Dana Rencana Cerdas;Juli 2021;-0.02;0.01;1.00
Reksa Dana Rencana Cerdas;Agustus 2021;0.00;0.01;1.00
Reksa Dana Rencana Cerdas;September 2021;0.06;0.02;1.00
Reksa Dana Rencana Cerdas;Oktober 2021;0.06;0.05;1.00
Reksa Dana Rencana Cerdas;November 2021;-0.02;-0.01;0.00
Reksa Dana Rencana Cerdas;Desember 2021;0.01;0.00;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Maret 2020;-0.21;-0.17;0.00
Reksa Dana Danareksa Mawar Ekuitas Plus;April 2020;0.03;0.04;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Mei 2020;0.02;0.00;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Juni 2020;0.05;0.03;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Juli 2020;0.05;0.05;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Agustus 2020;0.03;0.18;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;September 2020;-0.13;-0.20;0.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Oktober 2020;0.06;0.05;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;November 2020;0.11;0.09;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Desember 2020;0.07;0.06;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Januari 2021;-0.05;-0.02;0.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Februari 2021;0.03;0.06;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Maret 2021;-0.06;-0.04;0.00
Reksa Dana Danareksa Mawar Ekuitas Plus;April 2021;0.00;0.00;0.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Mei 2021;-0.01;-0.01;0.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Juni 2021;-0.04;0.00;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Juli 2021;0.00;0.01;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Agustus 2021;0.01;0.01;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;September 2021;0.03;0.02;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Oktober 2021;0.05;0.05;1.00
Reksa Dana Danareksa Mawar Ekuitas Plus;November 2021;-0.04;-0.01;0.00
Reksa Dana Danareksa Mawar Ekuitas Plus;Desember 2021;0.00;0.00;1.00
Reksa Dana Danareksa Mawar;Maret 2020;-0.20;-0.17;0.00
Reksa Dana Danareksa Mawar;April 2020;0.01;0.04;1.00
Reksa Dana Danareksa Mawar;Mei 2020;0.01;0.00;1.00
Reksa Dana Danareksa Mawar;Juni 2020;0.05;0.03;1.00
Reksa Dana Danareksa Mawar;Juli 2020;0.06;0.05;1.00
Reksa Dana Danareksa Mawar;Agustus 2020;0.03;0.18;1.00
Reksa Dana Danareksa Mawar;September 2020;-0.10;-0.20;0.00
Reksa Dana Danareksa Mawar;Oktober 2020;0.06;0.05;1.00
Reksa Dana Danareksa Mawar;November 2020;0.12;0.09;1.00
Reksa Dana Danareksa Mawar;Desember 2020;0.08;0.06;1.00
Reksa Dana Danareksa Mawar;Januari 2021;-0.04;-0.02;0.00
Reksa Dana Danareksa Mawar;Februari 2021;0.04;0.06;1.00
Reksa Dana Danareksa Mawar;Maret 2021;-0.07;-0.04;0.00
Reksa Dana Danareksa Mawar;April 2021;0.00;0.00;0.00
Reksa Dana Danareksa Mawar;Mei 2021;-0.01;-0.01;0.00
Reksa Dana Danareksa Mawar;Juni 2021;-0.03;0.00;1.00
Reksa Dana Danareksa Mawar;Juli 2021;0.01;0.01;1.00
Reksa Dana Danareksa Mawar;Agustus 2021;-0.01;0.01;1.00
Reksa Dana Danareksa Mawar;September 2021;0.03;0.02;1.00
Reksa Dana Danareksa Mawar;Oktober 2021;0.06;0.05;1.00
Reksa Dana Danareksa Mawar;November 2021;-0.03;-0.01;0.00
Reksa Dana Danareksa Mawar;Desember 2021;0.00;0.00;1.00
Reksa Dana Danareksa Mawar Fokus 10;Maret 2020;-0.27;-0.17;0.00
Reksa Dana Danareksa Mawar Fokus 10;April 2020;0.10;0.04;1.00
Reksa Dana Danareksa Mawar Fokus 10;Mei 2020;0.05;0.00;1.00
Reksa Dana Danareksa Mawar Fokus 10;Juni 2020;0.08;0.03;1.00
Reksa Dana Danareksa Mawar Fokus 10;Juli 2020;0.02;0.05;1.00
Reksa Dana Danareksa Mawar Fokus 10;Agustus 2020;0.07;0.18;1.00
Reksa Dana Danareksa Mawar Fokus 10;September 2020;-0.12;-0.20;0.00
Reksa Dana Danareksa Mawar Fokus 10;Oktober 2020;0.09;0.05;1.00
Reksa Dana Danareksa Mawar Fokus 10;November 2020;0.14;0.09;1.00
Reksa Dana Danareksa Mawar Fokus 10;Desember 2020;0.16;0.06;1.00
Reksa Dana Danareksa Mawar Fokus 10;Januari 2021;-0.06;-0.02;0.00
Reksa Dana Danareksa Mawar Fokus 10;Februari 2021;0.08;0.06;1.00
Reksa Dana Danareksa Mawar Fokus 10;Maret 2021;-0.10;-0.04;0.00
Reksa Dana Danareksa Mawar Fokus 10;April 2021;0.02;0.00;0.00
Reksa Dana Danareksa Mawar Fokus 10;Mei 2021;-0.04;-0.01;0.00
Reksa Dana Danareksa Mawar Fokus 10;Juni 2021;-0.04;0.00;1.00
Reksa Dana Danareksa Mawar Fokus 10;Juli 2021;-0.01;0.01;1.00
Reksa Dana Danareksa Mawar Fokus 10;Agustus 2021;-0.02;0.01;1.00
Reksa Dana Danareksa Mawar Fokus 10;September 2021;0.06;0.02;1.00
Reksa Dana Danareksa Mawar Fokus 10;Oktober 2021;0.03;0.05;1.00
Reksa Dana Danareksa Mawar Fokus 10;November 2021;-0.04;-0.01;0.00
Reksa Dana Danareksa Mawar Fokus 10;Desember 2021;0.00;0.00;1.00
Reksa Dana Danareksa Mawar Komoditas 10;Maret 2020;-0.20;-0.17;0.00
Reksa Dana Danareksa Mawar Komoditas 10;April 2020;0.02;0.04;1.00
Reksa Dana Danareksa Mawar Komoditas 10;Mei 2020;0.01;0.00;1.00
Reksa Dana Danareksa Mawar Komoditas 10;Juni 2020;0.05;0.03;1.00
Reksa Dana Danareksa Mawar Komoditas 10;Juli 2020;0.06;0.05;1.00
Reksa Dana Danareksa Mawar Komoditas 10;Agustus 2020;0.03;0.18;1.00
Reksa Dana Danareksa Mawar Komoditas 10;September 2020;-0.10;-0.20;0.00
Reksa Dana Danareksa Mawar Komoditas 10;Oktober 2020;0.06;0.05;1.00
Reksa Dana Danareksa Mawar Komoditas 10;November 2020;0.13;0.09;1.00
Reksa Dana Danareksa Mawar Komoditas 10;Desember 2020;0.09;0.06;1.00
Reksa Dana Danareksa Mawar Komoditas 10;Januari 2021;-0.04;-0.02;0.00
Reksa Dana Danareksa Mawar Komoditas 10;Februari 2021;0.05;0.06;1.00
Reksa Dana Danareksa Mawar Komoditas 10;Maret 2021;-0.06;-0.04;0.00
Reksa Dana Danareksa Mawar Komoditas 10;April 2021;0.01;0.00;0.00
Reksa Dana Danareksa Mawar Komoditas 10;Mei 2021;-0.01;-0.01;0.00
Reksa Dana Danareksa Mawar Komoditas 10;Juni 2021;-0.02;0.00;1.00
Reksa Dana Danareksa Mawar Komoditas 10;Juli 2021;0.01;0.01;1.00
Reksa Dana Danareksa Mawar Komoditas 10;Agustus 2021;-0.01;0.01;1.00
Reksa Dana Danareksa Mawar Komoditas 10;September 2021;0.03;0.02;1.00
Reksa Dana Danareksa Mawar Komoditas 10;Oktober 2021;0.06;0.05;1.00
Reksa Dana Danareksa Mawar Komoditas 10;November 2021;-0.02;-0.01;0.00
Reksa Dana Danareksa Mawar Komoditas 10;Desember 2021;0.00;0.00;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Maret 2020;-0.21;-0.17;0.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;April 2020;0.05;0.04;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Mei 2020;-0.01;0.00;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Juni 2020;0.03;0.03;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Juli 2020;0.06;0.05;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Agustus 2020;0.02;0.18;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;September 2020;-0.09;-0.20;0.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Oktober 2020;0.06;0.05;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;November 2020;0.08;0.09;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Desember 2020;0.12;0.06;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Januari 2021;0.03;-0.02;0.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Februari 2021;0.06;0.06;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Maret 2021;-0.07;-0.04;0.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;April 2021;0.02;0.00;0.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Mei 2021;-0.01;-0.01;0.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Juni 2021;0.01;0.00;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Juli 2021;0.04;0.01;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Agustus 2021;-0.04;0.01;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;September 2021;0.00;0.02;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Oktober 2021;0.02;0.05;1.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;November 2021;-0.01;-0.01;0.00
Reksa Dana Eastspring Investments Value Discovery Kelas A;Desember 2021;0.01;0.00;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Maret 2020;-0.19;-0.17;0.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;April 2020;0.03;0.04;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Mei 2020;0.00;0.00;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Juni 2020;0.04;0.03;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Juli 2020;0.05;0.05;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Agustus 2020;0.02;0.18;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;September 2020;-0.09;-0.20;0.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Oktober 2020;0.05;0.05;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;November 2020;0.08;0.09;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Desember 2020;0.06;0.06;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Januari 2021;-0.01;-0.02;0.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Februari 2021;0.05;0.06;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Maret 2021;-0.05;-0.04;0.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;April 2021;0.02;0.00;0.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Mei 2021;-0.01;-0.01;0.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Juni 2021;-0.01;0.00;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Juli 2021;0.01;0.01;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Agustus 2021;0.00;0.01;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;September 2021;0.01;0.02;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Oktober 2021;0.02;0.05;1.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;November 2021;-0.02;-0.01;0.00
Reksa Dana Saham Eastspring Investments Alpha Navigator Kelas A;Desember 2021;0.00;0.00;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Maret 2020;-0.19;-0.17;0.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;April 2020;0.04;0.04;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Mei 2020;0.01;0.00;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Juni 2020;0.04;0.03;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Juli 2020;0.06;0.05;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Agustus 2020;0.02;0.18;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;September 2020;-0.09;-0.20;0.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Oktober 2020;0.05;0.05;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;November 2020;0.10;0.09;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Desember 2020;0.05;0.06;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Januari 2021;-0.05;-0.02;0.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Februari 2021;0.03;0.06;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Maret 2021;-0.03;-0.04;0.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;April 2021;0.00;0.00;0.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Mei 2021;-0.01;-0.01;0.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Juni 2021;-0.04;0.00;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Juli 2021;0.01;0.01;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Agustus 2021;0.01;0.01;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;September 2021;0.01;0.02;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Oktober 2021;0.04;0.05;1.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;November 2021;-0.03;-0.01;0.00
Reksa Dana Fwd Asset Philanthropy Equity Fund;Desember 2021;-0.02;0.00;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Maret 2020;-0.20;-0.17;0.00
Reksa Dana Fwd Asset High Conviction Equity Fund;April 2020;0.02;0.04;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Mei 2020;0.01;0.00;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Juni 2020;0.06;0.03;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Juli 2020;0.06;0.05;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Agustus 2020;0.02;0.18;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;September 2020;-0.10;-0.20;0.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Oktober 2020;0.06;0.05;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;November 2020;0.10;0.09;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Desember 2020;0.06;0.06;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Januari 2021;-0.04;-0.02;0.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Februari 2021;0.04;0.06;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Maret 2021;-0.03;-0.04;0.00
Reksa Dana Fwd Asset High Conviction Equity Fund;April 2021;0.01;0.00;0.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Mei 2021;-0.01;-0.01;0.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Juni 2021;-0.04;0.00;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Juli 2021;0.01;0.01;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Agustus 2021;0.01;0.01;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;September 2021;0.00;0.02;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Oktober 2021;0.02;0.05;1.00
Reksa Dana Fwd Asset High Conviction Equity Fund;November 2021;-0.02;-0.01;0.00
Reksa Dana Fwd Asset High Conviction Equity Fund;Desember 2021;-0.01;0.00;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Maret 2020;-0.17;-0.17;0.00
Reksa Dana Fwd Asset Sectoral Equity Fund;April 2020;0.03;0.04;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Mei 2020;0.01;0.00;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Juni 2020;0.05;0.03;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Juli 2020;0.05;0.05;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Agustus 2020;0.02;0.18;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;September 2020;-0.09;-0.20;0.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Oktober 2020;0.06;0.05;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;November 2020;0.11;0.09;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Desember 2020;0.05;0.06;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Januari 2021;-0.04;-0.02;0.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Februari 2021;0.04;0.06;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Maret 2021;-0.03;-0.04;0.00
Reksa Dana Fwd Asset Sectoral Equity Fund;April 2021;0.01;0.00;0.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Mei 2021;-0.01;-0.01;0.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Juni 2021;-0.04;0.00;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Juli 2021;0.00;0.01;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Agustus 2021;0.01;0.01;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;September 2021;0.01;0.02;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Oktober 2021;0.03;0.05;1.00
Reksa Dana Fwd Asset Sectoral Equity Fund;November 2021;-0.02;-0.01;0.00
Reksa Dana Fwd Asset Sectoral Equity Fund;Desember 2021;-0.01;0.00;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;Maret 2020;-0.20;-0.17;0.00
Reksa Dana Fwd Asset Value Select Equity Fund;April 2020;0.09;0.04;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;Mei 2020;0.00;0.00;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;Juni 2020;0.06;0.03;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;Juli 2020;0.05;0.05;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;Agustus 2020;0.03;0.18;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;September 2020;-0.07;-0.20;0.00
Reksa Dana Fwd Asset Value Select Equity Fund;Oktober 2020;0.05;0.05;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;November 2020;0.13;0.09;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;Desember 2020;0.06;0.06;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;Januari 2021;-0.06;-0.02;0.00
Reksa Dana Fwd Asset Value Select Equity Fund;Februari 2021;0.06;0.06;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;Maret 2021;-0.02;-0.04;0.00
Reksa Dana Fwd Asset Value Select Equity Fund;April 2021;0.03;0.00;0.00
Reksa Dana Fwd Asset Value Select Equity Fund;Mei 2021;-0.02;-0.01;0.00
Reksa Dana Fwd Asset Value Select Equity Fund;Juni 2021;-0.03;0.00;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;Juli 2021;0.02;0.01;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;Agustus 2021;0.00;0.01;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;September 2021;0.00;0.02;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;Oktober 2021;0.02;0.05;1.00
Reksa Dana Fwd Asset Value Select Equity Fund;November 2021;-0.02;-0.01;0.00
Reksa Dana Fwd Asset Value Select Equity Fund;Desember 2021;-0.01;0.00;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Maret 2020;-0.18;-0.17;0.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;April 2020;0.03;0.04;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Mei 2020;0.01;0.00;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juni 2020;0.04;0.03;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juli 2020;0.06;0.05;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Agustus 2020;0.02;0.18;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;September 2020;-0.09;-0.20;0.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Oktober 2020;0.06;0.05;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;November 2020;0.10;0.09;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Desember 2020;0.05;0.06;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Januari 2021;-0.04;-0.02;0.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Februari 2021;0.04;0.06;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Maret 2021;-0.03;-0.04;0.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;April 2021;0.01;0.00;0.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Mei 2021;-0.01;-0.01;0.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juni 2021;-0.04;0.00;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Juli 2021;0.00;0.01;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Agustus 2021;0.01;0.01;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;September 2021;0.01;0.02;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Oktober 2021;0.03;0.05;1.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;November 2021;-0.02;-0.01;0.00
Reksa Dana Fwd Asset Dividend Yield Equity Fund;Desember 2021;-0.01;0.00;1.00
Reksa Dana HPAM Ultima Ekuitas 1;Maret 2020;-0.24;-0.17;0.00
Reksa Dana HPAM Ultima Ekuitas 1;April 2020;0.07;0.04;1.00
Reksa Dana HPAM Ultima Ekuitas 1;Mei 2020;-0.03;0.00;1.00
Reksa Dana HPAM Ultima Ekuitas 1;Juni 2020;0.00;0.03;1.00
Reksa Dana HPAM Ultima Ekuitas 1;Juli 2020;0.03;0.05;1.00
Reksa Dana HPAM Ultima Ekuitas 1;Agustus 2020;-0.02;0.18;1.00
Reksa Dana HPAM Ultima Ekuitas 1;September 2020;-0.04;-0.20;0.00
Reksa Dana HPAM Ultima Ekuitas 1;Oktober 2020;0.03;0.05;1.00
Reksa Dana HPAM Ultima Ekuitas 1;November 2020;0.04;0.09;1.00
Reksa Dana HPAM Ultima Ekuitas 1;Desember 2020;0.05;0.06;1.00
Reksa Dana HPAM Ultima Ekuitas 1;Januari 2021;0.01;-0.02;0.00
Reksa Dana HPAM Ultima Ekuitas 1;Februari 2021;0.05;0.06;1.00
Reksa Dana HPAM Ultima Ekuitas 1;Maret 2021;-0.06;-0.04;0.00
Reksa Dana HPAM Ultima Ekuitas 1;April 2021;0.05;0.00;0.00
Reksa Dana HPAM Ultima Ekuitas 1;Mei 2021;0.04;-0.01;0.00
Reksa Dana HPAM Ultima Ekuitas 1;Juni 2021;0.01;0.00;1.00
Reksa Dana HPAM Ultima Ekuitas 1;Juli 2021;-0.02;0.01;1.00
Reksa Dana HPAM Ultima Ekuitas 1;Agustus 2021;-0.03;0.01;1.00
Reksa Dana HPAM Ultima Ekuitas 1;September 2021;0.00;0.02;1.00
Reksa Dana HPAM Ultima Ekuitas 1;Oktober 2021;0.04;0.05;1.00
Reksa Dana HPAM Ultima Ekuitas 1;November 2021;-0.03;-0.01;0.00
Reksa Dana HPAM Ultima Ekuitas 1;Desember 2021;0.04;0.00;1.00
Reksa Dana Premier Ekuitas Makro Plus;Maret 2020;-0.22;-0.17;0.00
Reksa Dana Premier Ekuitas Makro Plus;April 2020;0.03;0.04;1.00
Reksa Dana Premier Ekuitas Makro Plus;Mei 2020;0.01;0.00;1.00
Reksa Dana Premier Ekuitas Makro Plus;Juni 2020;0.06;0.03;1.00
Reksa Dana Premier Ekuitas Makro Plus;Juli 2020;0.04;0.05;1.00
Reksa Dana Premier Ekuitas Makro Plus;Agustus 2020;0.02;0.18;1.00
Reksa Dana Premier Ekuitas Makro Plus;September 2020;-0.11;-0.20;0.00
Reksa Dana Premier Ekuitas Makro Plus;Oktober 2020;0.05;0.05;1.00
Reksa Dana Premier Ekuitas Makro Plus;November 2020;0.12;0.09;1.00
Reksa Dana Premier Ekuitas Makro Plus;Desember 2020;0.06;0.06;1.00
Reksa Dana Premier Ekuitas Makro Plus;Januari 2021;-0.06;-0.02;0.00
Reksa Dana Premier Ekuitas Makro Plus;Februari 2021;0.01;0.06;1.00
Reksa Dana Premier Ekuitas Makro Plus;Maret 2021;-0.04;-0.04;0.00
Reksa Dana Premier Ekuitas Makro Plus;April 2021;-0.03;0.00;0.00
Reksa Dana Premier Ekuitas Makro Plus;Mei 2021;-0.01;-0.01;0.00
Reksa Dana Premier Ekuitas Makro Plus;Juni 2021;-0.06;0.00;1.00
Reksa Dana Premier Ekuitas Makro Plus;Juli 2021;-0.02;0.01;1.00
Reksa Dana Premier Ekuitas Makro Plus;Agustus 2021;0.03;0.01;1.00
Reksa Dana Premier Ekuitas Makro Plus;September 2021;0.00;0.02;1.00
Reksa Dana Premier Ekuitas Makro Plus;Oktober 2021;0.02;0.05;1.00
Reksa Dana Premier Ekuitas Makro Plus;November 2021;0.01;-0.01;0.00
Reksa Dana Premier Ekuitas Makro Plus;Desember 2021;0.04;0.00;1.00
Reksa Dana I Am Equity Fund;Maret 2020;-0.24;-0.17;0.00
Reksa Dana I Am Equity Fund;April 2020;0.04;0.04;1.00
Reksa Dana I Am Equity Fund;Mei 2020;0.03;0.00;1.00
Reksa Dana I Am Equity Fund;Juni 2020;0.09;0.03;1.00
Reksa Dana I Am Equity Fund;Juli 2020;0.04;0.05;1.00
