Waktu;Username;Text
2022-02-06 08:29:29+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO D'
2022-02-06 08:29:29+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO D'
2022-02-06 08:30:01+00:00;Irfan;b'@spparkle_ WTS Voucher Gofood\n\nDiskon : 50% + gratis ongkir 7ribu\nMin Pembelian : Rp.20.000\nFee : 5k/voucher (OVO/D\xe2\x80\xa6 https://t.co/s0bvN1iEPM'
2022-02-06 08:30:01+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO D'
2022-02-06 08:30:01+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO D'
2022-02-06 08:30:09+00:00;sipel??;b'ada yang jual voucher gofood pot 30% via qris tapi mau dong #zonauang #zonaba #zonajajan'
2022-02-06 08:30:09+00:00;sipel??;b'ada yang jual voucher gofood pot 30 via qris tapi mau dong zonauang zonaba zonajajan'
2022-02-06 08:30:09+00:00;sipel??;b'ada yang jual voucher gofood pot 30 via qris tapi mau dong zonauang zonaba zonajajan'
2022-02-06 08:30:21+00:00;Irfan;b'@cohimmy WTS Voucher Gofood\n\nDiskon : 50% + gratis ongkir 7ribu\nMin Pembelian : Rp.20.000\nFee : 5k/voucher (OVO/Dan\xe2\x80\xa6 https://t.co/6bUGZkaul5'
2022-02-06 08:30:21+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO Dan'
2022-02-06 08:30:21+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO Dan'
2022-02-06 08:30:29+00:00;Irfan;b'@bbyjpp WTS Voucher Gofood\n\nDiskon : 50% + gratis ongkir 7ribu\nMin Pembelian : Rp.20.000\nFee : 5k/voucher (OVO/Dana\xe2\x80\xa6 https://t.co/4jYBnhMBXr'
2022-02-06 08:30:29+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO Dana'
2022-02-06 08:30:29+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO Dana'
2022-02-06 08:30:35+00:00;Irfan;b'@bizqwits WTS Voucher Gofood\n\nDiskon : 50% + gratis ongkir 7ribu\nMin Pembelian : Rp.20.000\nFee : 5k/voucher (OVO/Da\xe2\x80\xa6 https://t.co/mRPFVAMqRm'
2022-02-06 08:30:35+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO Da'
2022-02-06 08:30:35+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO Da'
2022-02-06 08:30:42+00:00;Irfan;b'@thrusdatex WTS Voucher Gofood\n\nDiskon : 50% + gratis ongkir 7ribu\nMin Pembelian : Rp.20.000\nFee : 5k/voucher (OVO/\xe2\x80\xa6 https://t.co/HFB6zQwr0i'
2022-02-06 08:30:42+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO'
2022-02-06 08:30:42+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO'
2022-02-06 08:31:01+00:00;Irfan;b'@tomatmakanhiyu WTS Voucher Gofood\n\nDiskon : 50% + gratis ongkir 7ribu\nMin Pembelian : Rp.20.000\nFee : 5k/voucher (\xe2\x80\xa6 https://t.co/krl76Zrqlh'
2022-02-06 08:31:01+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher'
2022-02-06 08:31:01+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher'
2022-02-06 08:31:09+00:00;kay murdock;b'pgn gofood ssiatu'
2022-02-06 08:31:09+00:00;Irfan;b'@Eileutheria WTS Voucher Gofood\n\nDiskon : 50% + gratis ongkir 7ribu\nMin Pembelian : Rp.20.000\nFee : 5k/voucher (OVO\xe2\x80\xa6 https://t.co/tqD7qiPQLr'
2022-02-06 08:31:09+00:00;kay murdock;b'pgn gofood ssiatu'
2022-02-06 08:31:09+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO'
2022-02-06 08:31:09+00:00;kay murdock;b'pgn gofood ssiatu'
2022-02-06 08:31:09+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO'
2022-02-06 08:31:17+00:00;#131? baginda ratu;b'duit gw abis cuman karna gofood https://t.co/ZqZVgXWAsu'
2022-02-06 08:31:17+00:00;#131? baginda ratu;b'duit gw abis cuman karna gofood'
2022-02-06 08:31:17+00:00;#131? baginda ratu;b'duit gw abis cuman karna gofood'
2022-02-06 08:31:21+00:00;Irfan;b'@mvagics WTS Voucher Gofood\n\nDiskon : 50% + gratis ongkir 7ribu\nMin Pembelian : Rp.20.000\nFee : 5k/voucher (OVO/Dan\xe2\x80\xa6 https://t.co/8oTHbi6sBQ'
2022-02-06 08:31:21+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO Dan'
2022-02-06 08:31:21+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO Dan'
2022-02-06 08:31:32+00:00;Irfan;b'@kylorien WTS Voucher Gofood\n\nDiskon : 50% + gratis ongkir 7ribu\nMin Pembelian : Rp.20.000\nFee : 5k/voucher (OVO/Da\xe2\x80\xa6 https://t.co/3hREjx0xnX'
2022-02-06 08:31:32+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO Da'
2022-02-06 08:31:32+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Min Pembelian Rp 20 000 Fee 5k voucher OVO Da'
2022-02-06 08:32:28+00:00;Cecilia (Taylor’s Version);b'Pengen mie ayam langganan di komplek bawah tapi tokonya blm aktif di gofood dan grabfood dan w masih isoman adalah\xe2\x80\xa6 https://t.co/eyA0QtW1oK'
2022-02-06 08:32:28+00:00;Cecilia (Taylor’s Version);b'Pengen mie ayam langganan di komplek bawah tapi tokonya blm aktif di gofood dan grabfood dan w masih isoman adalah'
2022-02-06 08:32:28+00:00;Cecilia (Taylor’s Version);b'Pengen mie ayam langganan di komplek bawah tapi tokonya blm aktif di gofood dan grabfood dan w masih isoman adalah'
2022-02-06 08:33:50+00:00;Yuke_ ????;b'Mau makan enak tapi tetep hemat? Menu ini lagi promo di GoFood lho! Tinggal kamu GoFood-in dari Mie Bangka Miyuke:\xe2\x80\xa6 https://t.co/qiPhaHjmcN'
2022-02-06 08:33:50+00:00;Yuke_ ????;b'Mau makan enak tapi tetep hemat Menu ini lagi promo di GoFood lho Tinggal kamu GoFood in dari Mie Bangka Miyuke'
2022-02-06 08:33:50+00:00;Yuke_ ????;b'Mau makan enak tapi tetep hemat Menu ini lagi promo di GoFood lho Tinggal kamu GoFood in dari Mie Bangka Miyuke'
2022-02-06 08:35:23+00:00;??;b'makan yang, gofood'
2022-02-06 08:35:23+00:00;??;b'makan yang gofood'
2022-02-06 08:35:23+00:00;??;b'makan yang gofood'
2022-02-06 08:39:48+00:00;DARJOFESS | Open DM;b'mending gofood or grabfood rek, anak kos pencari promo wkwkw sdf!'
2022-02-06 08:39:48+00:00;DARJOFESS | Open DM;b'mending gofood or grabfood rek anak kos pencari promo wkwkw sdf'
2022-02-06 08:39:48+00:00;DARJOFESS | Open DM;b'mending gofood or grabfood rek anak kos pencari promo wkwkw sdf'
2022-02-06 08:40:47+00:00;duhi;b'@eviecutew Cusss buka gofood'
2022-02-06 08:40:47+00:00;duhi;b'Cusss buka gofood'
2022-02-06 08:40:47+00:00;duhi;b'Cusss buka gofood'
2022-02-06 08:41:16+00:00;Bunga ??????;b'@missufe @eril_fucil gofood in makji'
2022-02-06 08:41:16+00:00;Bunga ??????;b'fucil gofood in makji'
2022-02-06 08:41:16+00:00;Bunga ??????;b'fucil gofood in makji'
2022-02-06 08:42:00+00:00;OJAM!?ON???;b'RT @gofoodindonesia: Weekend jemput pacar \xe2\x9d\x8c\nWeekend jemput promo \xe2\x9c\x85\n\nYoiii pesen makanan dari GoFood Pick Up #PastiAdaPromo sampai 50% lho!\xe2\x80\xa6'
2022-02-06 08:42:00+00:00;OJAM!?ON???;b'RT Weekend jemput pacar Weekend jemput promo Yoiii pesen makanan dari GoFood Pick Up PastiAdaPromo sampai 50 lho'
2022-02-06 08:42:00+00:00;OJAM!?ON???;b'RT Weekend jemput pacar Weekend jemput promo Yoiii pesen makanan dari GoFood Pick Up PastiAdaPromo sampai 50 lho'
2022-02-06 08:43:00+00:00;baby???;b'ya akhirny g jdi gofood https://t.co/VLsjhwTdcn'
2022-02-06 08:43:00+00:00;baby???;b'ya akhirny g jdi gofood'
2022-02-06 08:43:00+00:00;baby???;b'ya akhirny g jdi gofood'
2022-02-06 08:46:05+00:00;FESS;b'man teman aku minta rekomendasi minum yg biasa kalian beli di merchant online kyk gofood gitu, sama menu-nya ya!! thank you fess'
2022-02-06 08:46:05+00:00;FESS;b'man teman aku minta rekomendasi minum yg biasa kalian beli di merchant online kyk gofood gitu sama menu nya ya thank you fess'
2022-02-06 08:46:05+00:00;FESS;b'man teman aku minta rekomendasi minum yg biasa kalian beli di merchant online kyk gofood gitu sama menu nya ya thank you fess'
2022-02-06 08:46:46+00:00;dEE ?!%#;b'@iCollectEci coba cari di gofood atau grabfood ajaa yang terdekat hoho'
2022-02-06 08:46:46+00:00;dEE ?!%#;b'coba cari di gofood atau grabfood ajaa yang terdekat hoho'
2022-02-06 08:46:46+00:00;dEE ?!%#;b'coba cari di gofood atau grabfood ajaa yang terdekat hoho'
2022-02-06 08:47:26+00:00;FESS;b'fess jdi kemarin aku beli rocket di gofood, dan pas nyampe psenanku kurang geprek dada pdhal udh laper bgt, trus ch\xe2\x80\xa6 https://t.co/44p5avkoor'
2022-02-06 08:47:26+00:00;FESS;b'fess jdi kemarin aku beli rocket di gofood dan pas nyampe psenanku kurang geprek dada pdhal udh laper bgt trus ch'
2022-02-06 08:47:26+00:00;FESS;b'fess jdi kemarin aku beli rocket di gofood dan pas nyampe psenanku kurang geprek dada pdhal udh laper bgt trus ch'
2022-02-06 08:48:41+00:00;Tika;b'@makbakul___ Hallo sayang ...\nMauu di gofood in apaaa wkwk'
2022-02-06 08:48:41+00:00;Tika;b'Hallo sayang Mauu di gofood in apaaa wkwk'
2022-02-06 08:48:41+00:00;Tika;b'Hallo sayang Mauu di gofood in apaaa wkwk'
2022-02-06 08:49:56+00:00;septiiii;b'RT @AkuSukaRacun: Klaim voucher di GoFood biar makin murah\n\n2 jadi 17k sj\nhttps://t.co/Ce9IfVlpsa https://t.co/A9FLeXTOV5'
2022-02-06 08:49:56+00:00;septiiii;b'RT Klaim voucher di GoFood biar makin murah 2 jadi 17k sj'
2022-02-06 08:49:56+00:00;septiiii;b'RT Klaim voucher di GoFood biar makin murah 2 jadi 17k sj'
2022-02-06 08:52:54+00:00;kehen;b'@yupidoyyie anyin beneran ada via gofood n sfood sial, gue baru tau'
2022-02-06 08:52:54+00:00;kehen;b'anyin beneran ada via gofood n sfood sial gue baru tau'
2022-02-06 08:52:54+00:00;kehen;b'anyin beneran ada via gofood n sfood sial gue baru tau'
2022-02-06 08:53:02+00:00;càsey 8.O ??;b'RT @RacunBelanja: XIBOBA | Brown Sugar Boba Milk Tea Hanya Rp12.000 \xf0\x9f\xa7\x8b\n\xf0\x9f\x97\x93\xef\xb8\x8f 5 - 9 Februari 2022\n\n\xe2\x80\xa2 Berlaku untuk semua pembelian (Dine In, Tak\xe2\x80\xa6'
2022-02-06 08:53:02+00:00;càsey 8.O ??;b'RT XIBOBA Brown Sugar Boba Milk Tea Hanya Rp12 000 5 9 Februari 2022 Berlaku untuk semua pembelian Dine In Tak'
2022-02-06 08:53:02+00:00;càsey 8.O ??;b'RT XIBOBA Brown Sugar Boba Milk Tea Hanya Rp12 000 5 9 Februari 2022 Berlaku untuk semua pembelian Dine In Tak'
2022-02-06 08:54:02+00:00;gesta;b'mau sushi tp mls ngambil orderan nya kalau gofood, masa abangnya gue suruh masuk kamar'
2022-02-06 08:54:02+00:00;gesta;b'mau sushi tp mls ngambil orderan nya kalau gofood masa abangnya gue suruh masuk kamar'
2022-02-06 08:54:02+00:00;gesta;b'mau sushi tp mls ngambil orderan nya kalau gofood masa abangnya gue suruh masuk kamar'
2022-02-06 08:58:21+00:00;:);b'[KEBUTUHAN]\nGw make uang mingguan buat kebutuhan sehari hari. Contohnya kya makan, minum, sama jajan. Itu pun masih\xe2\x80\xa6 https://t.co/SgPGlivLfj'
2022-02-06 08:58:21+00:00;:);b'KEBUTUHAN Gw make uang mingguan buat kebutuhan sehari hari Contohnya kya makan minum sama jajan Itu pun masih'
2022-02-06 08:58:21+00:00;:);b'KEBUTUHAN Gw make uang mingguan buat kebutuhan sehari hari Contohnya kya makan minum sama jajan Itu pun masih'
2022-02-06 08:58:27+00:00;tau ah cape;b'pesen gofood maksudnya:('
2022-02-06 08:58:27+00:00;tau ah cape;b'pesen gofood maksudnya'
2022-02-06 08:58:27+00:00;tau ah cape;b'pesen gofood maksudnya'
2022-02-06 08:58:45+00:00;sal;b'@commovn hi kak, aku ada pot 10k minbel 25k udah gofood+'
2022-02-06 08:58:45+00:00;sal;b'hi kak aku ada pot 10k minbel 25k udah gofood'
2022-02-06 08:58:45+00:00;sal;b'hi kak aku ada pot 10k minbel 25k udah gofood'
2022-02-06 08:59:39+00:00;#131? baginda ratu;b'gofood lagi gofood lagi gofood aja mulu'
2022-02-06 08:59:39+00:00;#131? baginda ratu;b'gofood lagi gofood lagi gofood aja mulu'
2022-02-06 08:59:39+00:00;#131? baginda ratu;b'gofood lagi gofood lagi gofood aja mulu'
2022-02-06 09:00:56+00:00;re;b'Weekend, di rumah aja, sendirian, adalah waktu yg pas untuk gofood \xf0\x9f\x98\x8c'
2022-02-06 09:00:56+00:00;re;b'Weekend di rumah aja sendirian adalah waktu yg pas untuk gofood'
2022-02-06 09:00:56+00:00;re;b'Weekend di rumah aja sendirian adalah waktu yg pas untuk gofood'
2022-02-06 09:01:53+00:00;tau ah cape;b'jadi awalnya temen gue pesenin gofood buat dikirim ke office, abis gtu temen gue ini salah masukin tujuan nya kan a\xe2\x80\xa6 https://t.co/bYzNceWAB5'
2022-02-06 09:01:53+00:00;tau ah cape;b'jadi awalnya temen gue pesenin gofood buat dikirim ke office abis gtu temen gue ini salah masukin tujuan nya kan a'
2022-02-06 09:01:53+00:00;tau ah cape;b'jadi awalnya temen gue pesenin gofood buat dikirim ke office abis gtu temen gue ini salah masukin tujuan nya kan a'
2022-02-06 09:02:01+00:00;Nurul Suciana S;b'Pas banyak makanan, gak selera makan.\nGiliran gak ada makanan dan ga ada yang beli kepikiran makan mulu\xf0\x9f\xa5\xba\xf0\x9f\xa5\xb2\nGofood ditolak terus dari tadi :('
2022-02-06 09:02:06+00:00;kaledith;b'IYA INI EMG ENAK BGT MAU GOFOOD https://t.co/aHHiABdYNC'
2022-02-06 09:02:06+00:00;kaledith;b'IYA INI EMG ENAK BGT MAU GOFOOD'
2022-02-06 09:02:06+00:00;kaledith;b'IYA INI EMG ENAK BGT MAU GOFOOD'
2022-02-06 09:03:58+00:00;Menda Fernanda;b'RT @fermendkis: GoFood PLUS Subscription dari\n@gofoodindonesia save my day!\n\nGua nemu voucher diskon ongkir dan bisa hemat sampai 1.4 JUTA!\xe2\x80\xa6'
2022-02-06 09:03:58+00:00;Menda Fernanda;b'RT GoFood PLUS Subscription dari save my day Gua nemu voucher diskon ongkir dan bisa hemat sampai 1 4 JUTA'
2022-02-06 09:03:58+00:00;Menda Fernanda;b'RT GoFood PLUS Subscription dari save my day Gua nemu voucher diskon ongkir dan bisa hemat sampai 1 4 JUTA'
2022-02-06 09:05:16+00:00;prim.;b'\xf0\x9f\x90\xb6 : nu, laper...\n\xf0\x9f\x90\xb1 : sabar ya gu, musikalnya baru mulai:(\n\xf0\x9f\x90\xb1 : km gofood aja dulu atau masak gt\n\xf0\x9f\x90\xb6 : hmm:(('
2022-02-06 09:05:16+00:00;prim.;b'nu laper sabar ya gu musikalnya baru mulai km gofood aja dulu atau masak gt hmm'
2022-02-06 09:05:16+00:00;prim.;b'nu laper sabar ya gu musikalnya baru mulai km gofood aja dulu atau masak gt hmm'
2022-02-06 09:05:32+00:00;rach;b'gofood bisa anter sampe dpn kamar ga si? ashshshsh\nperut ku rusuh'
2022-02-06 09:05:32+00:00;rach;b'gofood bisa anter sampe dpn kamar ga si ashshshsh perut ku rusuh'
2022-02-06 09:05:32+00:00;rach;b'gofood bisa anter sampe dpn kamar ga si ashshshsh perut ku rusuh'
2022-02-06 09:09:24+00:00;open! pls mt after dm;b'Wts voucher gofood pot 50% fee 4k belum goplus. Boleh cek harga dulu yaa. Minbel 20k https://t.co/LAB1rPH2p6'
2022-02-06 09:09:24+00:00;Close;b'Wts voucher gofood pot 50 fee 4k belum goplus Boleh cek harga dulu yaa Minbel 20k'
2022-02-06 09:09:24+00:00;Close;b'Wts voucher gofood pot 50 fee 4k belum goplus Boleh cek harga dulu yaa Minbel 20k'
2022-02-06 09:09:47+00:00;?;"b'ak sendiri di rumah dan pengen gofood kohi\n\n*tarik napas, buang ""ayo nabung \xf0\x9f\x99\x8f""'"
2022-02-06 09:09:47+00:00;?;b'ak sendiri di rumah dan pengen gofood kohi tarik napas buang ayo nabung'
2022-02-06 09:09:47+00:00;?;b'ak sendiri di rumah dan pengen gofood kohi tarik napas buang ayo nabung'
2022-02-06 09:16:35+00:00;mizu ?? limit brok;b'@Anconitum tlg gofood bwt ak jg. alamatnya di atlantis,,,'
2022-02-06 09:16:35+00:00;mizu ?? limit terus;b'tlg gofood bwt ak jg alamatnya di atlantis'
2022-02-06 09:16:35+00:00;mizu ?? limit terus;b'tlg gofood bwt ak jg alamatnya di atlantis'
2022-02-06 09:19:46+00:00;??;b'ini udah mau 1 jam semenjak gue galau mau gofood apa'
2022-02-06 09:19:46+00:00;??;b'ini udah mau 1 jam semenjak gue galau mau gofood apa'
2022-02-06 09:19:46+00:00;??;b'ini udah mau 1 jam semenjak gue galau mau gofood apa'
2022-02-06 09:22:09+00:00;Yaya ???;b'Lama bener orderan gofood w'
2022-02-06 09:22:09+00:00;Yaya ???;b'Lama bener orderan gofood w'
2022-02-06 09:22:09+00:00;Yaya ???;b'Lama bener orderan gofood w'
2022-02-06 09:23:00+00:00;Rafif Elno Fauzan;b'Gue baru tau kalo gofood bisa cash, itu berarti drivernya balik ke tempat makannya lagi buat bayar? Atau ditalang bapaknya?'
2022-02-06 09:23:00+00:00;Rafif Elno Fauzan;b'Gue baru tau kalo gofood bisa cash itu berarti drivernya balik ke tempat makannya lagi buat bayar Atau ditalang bapaknya'
2022-02-06 09:23:00+00:00;Rafif Elno Fauzan;b'Gue baru tau kalo gofood bisa cash itu berarti drivernya balik ke tempat makannya lagi buat bayar Atau ditalang bapaknya'
2022-02-06 09:24:31+00:00;s a s h a;b'@oreodicelupin Gatau nih viii, nunggu yg lewat juga gaada. Giliran gak ditunggu pada lewat \xf0\x9f\x98\xa4 mau gofood ga enak:('
2022-02-06 09:24:31+00:00;s a s h a;b'Gatau nih viii nunggu yg lewat juga gaada Giliran gak ditunggu pada lewat mau gofood ga enak'
2022-02-06 09:24:31+00:00;s a s h a;b'Gatau nih viii nunggu yg lewat juga gaada Giliran gak ditunggu pada lewat mau gofood ga enak'
2022-02-06 09:24:47+00:00;` San??;b'Ada yang mau pake? Voucher gofood (7 vc ) minimum beli 25k potongan 10k bisa cek dulu udh goplus freeong juga mau c\xe2\x80\xa6 https://t.co/GrnZOVj6t6'
2022-02-06 09:24:48+00:00;Sad Statue;b'@jvdas_iskariot Trima tlp dr gofood bro'
2022-02-06 09:24:48+00:00;Sad Statue;b'iskariot Trima tlp dr gofood bro'
2022-02-06 09:24:48+00:00;Sad Statue;b'iskariot Trima tlp dr gofood bro'
2022-02-06 09:25:16+00:00;THIS MONTH BIGWIN ????;b'@Ayang_Utriza Buat daerah Bandung yang mau sarapan bubur, bisa cobain Bubur Ayam Pak Ahmad di Cipaganti. Dijamin ha\xe2\x80\xa6 https://t.co/iTIjg3AlK9'
2022-02-06 09:25:16+00:00;THIS MONTH BIGWIN ????;b'Utriza Buat daerah Bandung yang mau sarapan bubur bisa cobain Bubur Ayam Pak Ahmad di Cipaganti Dijamin ha'
2022-02-06 09:25:16+00:00;THIS MONTH BIGWIN ????;b'Utriza Buat daerah Bandung yang mau sarapan bubur bisa cobain Bubur Ayam Pak Ahmad di Cipaganti Dijamin ha'
2022-02-06 09:27:08+00:00;rijal;b'gofood kok muahal ya anjir\nada promo egk'
2022-02-06 09:27:08+00:00;rijal;b'gofood kok muahal ya anjir ada promo egk'
2022-02-06 09:27:08+00:00;rijal;b'gofood kok muahal ya anjir ada promo egk'
2022-02-06 09:30:39+00:00;fa?;b'pernah gasi lg pengen makan tp gatau mau apa, nyari\xe2\x80\x9d di gofood jg gada yg srek, akhirnya males makan\xf0\x9f\x98\x80\xf0\x9f\xa4\x9b\xf0\x9f\x8f\xbc'
2022-02-06 09:30:39+00:00;fa?;b'pernah gasi lg pengen makan tp gatau mau apa nyari di gofood jg gada yg srek akhirnya males makan'
2022-02-06 09:30:39+00:00;fa?;b'pernah gasi lg pengen makan tp gatau mau apa nyari di gofood jg gada yg srek akhirnya males makan'
2022-02-06 09:31:05+00:00;??;b'RT @AkuSukaRacun: Klaim voucher di GoFood biar makin murah\n\n2 jadi 17k sj\nhttps://t.co/Ce9IfVlpsa https://t.co/A9FLeXTOV5'
2022-02-06 09:31:05+00:00;??;b'RT Klaim voucher di GoFood biar makin murah 2 jadi 17k sj'
2022-02-06 09:31:05+00:00;??;b'RT Klaim voucher di GoFood biar makin murah 2 jadi 17k sj'
2022-02-06 09:33:01+00:00;— nops??;b'@suamibts welkin, sisaya buat gofood beberapa minggu kedepan'
2022-02-06 09:33:01+00:00;— nops??;b'welkin sisaya buat gofood beberapa minggu kedepan'
2022-02-06 09:33:01+00:00;— nops??;b'welkin sisaya buat gofood beberapa minggu kedepan'
2022-02-06 09:33:09+00:00;??????;b'Misal nih misal, pesen GoFood dari X dianter ke Y.\n\nPosisi sebenernya ada di X juga. Nah, boleh ga sih kita nebeng\xe2\x80\xa6 https://t.co/G1Esd31ihv'
2022-02-06 09:33:09+00:00;??????;b'Misal nih misal pesen GoFood dari X dianter ke Y Posisi sebenernya ada di X juga Nah boleh ga sih kita nebeng'
2022-02-06 09:33:09+00:00;??????;b'Misal nih misal pesen GoFood dari X dianter ke Y Posisi sebenernya ada di X juga Nah boleh ga sih kita nebeng'
2022-02-06 09:33:15+00:00;rijal;b'RT @hirami: voucher gofood 50% \n\nhttps://t.co/RFI6IqSdB0 \nnanti abis kalian pencet linknya kan auto ke forward ke gofood, nah nanti buka pr\xe2\x80\xa6'
2022-02-06 09:33:15+00:00;rijal;b'RT voucher gofood 50 nanti abis kalian pencet linknya kan auto ke forward ke gofood nah nanti buka pr'
2022-02-06 09:33:15+00:00;rijal;b'RT voucher gofood 50 nanti abis kalian pencet linknya kan auto ke forward ke gofood nah nanti buka pr'
2022-02-06 09:35:42+00:00;eci 'ia;b'@convomfs Gofood yg sehat aja, jgn kek berminyak gtu, trus kasi vitamin juga nder'
2022-02-06 09:35:42+00:00;eci 'ia;b'Gofood yg sehat aja jgn kek berminyak gtu trus kasi vitamin juga nder'
2022-02-06 09:35:42+00:00;eci 'ia;b'Gofood yg sehat aja jgn kek berminyak gtu trus kasi vitamin juga nder'
2022-02-06 09:36:01+00:00;rats ??;b'@queennKrii mau ayamm hari ini voucher gofood terakhir hdhakdj'
2022-02-06 09:36:01+00:00;rats ??;b'mau ayamm hari ini voucher gofood terakhir hdhakdj'
2022-02-06 09:36:01+00:00;rats ??;b'mau ayamm hari ini voucher gofood terakhir hdhakdj'
2022-02-06 09:36:49+00:00;nad deo;b'wts 2 vc gofood min blj 25k pot 15k\n#zonauang https://t.co/hzYwcR9iRg'
2022-02-06 09:36:49+00:00;nad deo;b'wts 2 vc gofood min blj 25k pot 15k zonauang'
2022-02-06 09:36:49+00:00;nad deo;b'wts 2 vc gofood min blj 25k pot 15k zonauang'
2022-02-06 09:38:29+00:00;inay;b'judulnya kenyang bgtt berburu promo gofood wkwk. btw jd kaya edisi imlek \xf0\x9f\x98\x82 https://t.co/cE3IEbWvmi'
2022-02-06 09:38:29+00:00;inay;b'judulnya kenyang bgtt berburu promo gofood wkwk btw jd kaya edisi imlek'
2022-02-06 09:38:29+00:00;inay;b'judulnya kenyang bgtt berburu promo gofood wkwk btw jd kaya edisi imlek'
2022-02-06 09:39:51+00:00;ag ??;b'Guguludugan gini.. take care driver gofood..  gimana lg aku butuh makanan buat buka:('
2022-02-06 09:39:51+00:00;ag ??;b'Guguludugan gini take care driver gofood gimana lg aku butuh makanan buat buka'
2022-02-06 09:39:51+00:00;ag ??;b'Guguludugan gini take care driver gofood gimana lg aku butuh makanan buat buka'
2022-02-06 09:41:26+00:00;diiiiiiiiiiiiaaaaaaaannnnnn;b'Stock indomie habis, yg jualan gak buka, gak ada motor, di rumah cuman ada ikan (gk suka ikan) duit sisa 16rb mana\xe2\x80\xa6 https://t.co/aYvY248f81'
2022-02-06 09:41:26+00:00;dian ajh;b'Stock indomie habis yg jualan gak buka gak ada motor di rumah cuman ada ikan gk suka ikan duit sisa 16rb mana'
2022-02-06 09:41:26+00:00;dian ajh;b'Stock indomie habis yg jualan gak buka gak ada motor di rumah cuman ada ikan gk suka ikan duit sisa 16rb mana'
2022-02-06 09:41:29+00:00;??;b'\xf0\x9f\x92\xad ada yg tau kode promo grabfood/gofood? laper bingitzzz'
2022-02-06 09:41:29+00:00;??;b'ada yg tau kode promo grabfood gofood laper bingitzzz'
2022-02-06 09:41:29+00:00;??;b'ada yg tau kode promo grabfood gofood laper bingitzzz'
2022-02-06 09:43:07+00:00;Kazuha plz go home;b'RT @subbasepmf: Kaeya banyak pesen makanan di wanmin terus dapet driver gofood namanya Itto. Tehe! https://t.co/GlN57KJWRy'
2022-02-06 09:43:07+00:00;Kazuha plz go home;b'RT Kaeya banyak pesen makanan di wanmin terus dapet driver gofood namanya Itto Tehe'
2022-02-06 09:43:07+00:00;Kazuha plz go home;b'RT Kaeya banyak pesen makanan di wanmin terus dapet driver gofood namanya Itto Tehe'
2022-02-06 09:43:15+00:00;????NKRI SakLawase®?;b'@my___nadreeaa He he he..rencana buat menu di Gofood sama grab food mbak..'
2022-02-06 09:43:15+00:00;????NKRI SakLawase®?;b'nadreeaa He he he rencana buat menu di Gofood sama grab food mbak'
2022-02-06 09:43:15+00:00;????NKRI SakLawase®?;b'nadreeaa He he he rencana buat menu di Gofood sama grab food mbak'
2022-02-06 09:45:17+00:00;Brian;b'@denikov Ada di Gofood?'
