Waktu;Username;Text
2022-02-06 15:05:25+00:00;ian;b'nftr yuk gofood'
2022-02-06 15:05:25+00:00;ian;b'nftr yuk gofood'
2022-02-06 15:05:35+00:00;Yan ??;b'Pastinya mie ayam jualanku Hihih yg dom manado bisa pesan di gofood ya'
2022-02-06 15:05:35+00:00;Yan ??;b'Pastinya mie ayam jualanku Hihih yg dom manado bisa pesan di gofood ya'
2022-02-06 15:07:43+00:00;bsg ???;b'anjay voucher goride car expired malam ini ckck orang jarang naik ga keluar Lol voucher gofood mingguan angus 2 k'
2022-02-06 15:07:43+00:00;bsg ???;b'anjay voucher goride car expired malam ini ckck orang jarang naik ga keluar Lol voucher gofood mingguan angus 2 k'
2022-02-06 15:07:58+00:00;panggil aku malika;b'Bener bangettt aku kalo mau nyari makanan sampe buka di gofood grabfood shopeefood liat rating s'
2022-02-06 15:07:58+00:00;panggil aku malika;b'Bener bangettt aku kalo mau nyari makanan sampe buka di gofood grabfood shopeefood liat rating s'
2022-02-06 15:08:18+00:00;vir²²;b'Wii congrats Bismillah gofood'
2022-02-06 15:08:18+00:00;vir²²;b'Wii congrats Bismillah gofood'
2022-02-06 15:12:59+00:00;vadya ??;b'di daerah tanah sereal jakbar yg banyak angkringan itu loh tp gbs gofood shopee food dll'
2022-02-06 15:12:59+00:00;vadya ??;b'di daerah tanah sereal jakbar yg banyak angkringan itu loh tp gbs gofood shopee food dll'
2022-02-06 15:16:11+00:00;Irfan;b'convert WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Bisa gabung promo store Min Pembelian Rp 20'
2022-02-06 15:16:11+00:00;Irfan;b'convert WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Bisa gabung promo store Min Pembelian Rp 20'
2022-02-06 15:16:22+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Bisa gabung promo store Min Pembelian Rp 20 00'
2022-02-06 15:16:22+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Bisa gabung promo store Min Pembelian Rp 20 00'
2022-02-06 15:16:28+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Bisa gabung promo store Min Pembelian Rp'
2022-02-06 15:16:28+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Bisa gabung promo store Min Pembelian Rp'
2022-02-06 15:16:35+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Bisa gabung promo store Min Pembelian Rp 20 0'
2022-02-06 15:16:35+00:00;Irfan;b'WTS Voucher Gofood Diskon 50 gratis ongkir 7ribu Bisa gabung promo store Min Pembelian Rp 20 0'
2022-02-06 15:16:56+00:00;ulan bebe;b'RT GIVEAWAY TIME aku mau bagiin voucher GoFood sebesar 100 000 buat 10 pemenang caranya gampang bgt tinggal follow'
2022-02-06 15:16:56+00:00;ulan bebe;b'RT GIVEAWAY TIME aku mau bagiin voucher GoFood sebesar 100 000 buat 10 pemenang caranya gampang bgt tinggal follow'
2022-02-06 15:17:51+00:00;rainbow1223;b'Lagi suka banget sama seblak hari jumat kan gw beli seblak di gofood ya terus pas seblaknya di rumah gw makan kan'
2022-02-06 15:17:51+00:00;rainbow1223;b'Lagi suka banget sama seblak hari jumat kan gw beli seblak di gofood ya terus pas seblaknya di rumah gw makan kan'
2022-02-06 15:18:21+00:00;ulan bebe;b'Kepengin pesan GoFood punyanya Pengantaran ke rumahku j'
2022-02-06 15:18:21+00:00;ulan bebe;b'Kepengin pesan GoFood punyanya Pengantaran ke rumahku j'
2022-02-06 15:18:58+00:00;Hasna Nabila;b'Pampers aman Susu aman Persabunan bs buat 2bln Makan tinggal gofood grabfood shopeefood jajan diluar wqwq Bismil'
2022-02-06 15:18:58+00:00;Hasna Nabila;b'Pampers aman Susu aman Persabunan bs buat 2bln Makan tinggal gofood grabfood shopeefood jajan diluar wqwq Bismil'
2022-02-06 15:19:13+00:00;??????;b'Untung MM udh bisa gofood'
2022-02-06 15:19:13+00:00;??????;b'Untung MM udh bisa gofood'
2022-02-06 15:20:45+00:00;??;b'wereng bisa juga sih restoran terkenal kaya wanmin pasti available di gofood grabfood'
2022-02-06 15:20:45+00:00;??;b'wereng bisa juga sih restoran terkenal kaya wanmin pasti available di gofood grabfood'
2022-02-06 15:23:14+00:00;vijey ?? | sponsor no fee;b'kalian lebih sering gofood atau shopefood'
2022-02-06 15:23:14+00:00;vijey ?? | sponsor no fee;b'kalian lebih sering gofood atau shopefood'
2022-02-06 15:23:44+00:00;max nuwanda's gf // au di pinned ??;b'gofood ntar aku sisain ya janlup'
2022-02-06 15:23:44+00:00;max nuwanda's gf // au di pinned ??;b'gofood ntar aku sisain ya janlup'
2022-02-06 15:24:00+00:00;D.;b'bisa tp kl di rumah dimarahin tp kalo di kost bisa bener ga liat matahari samsek di hari itu bahkan re'
2022-02-06 15:24:00+00:00;D.;b'bisa tp kl di rumah dimarahin tp kalo di kost bisa bener ga liat matahari samsek di hari itu bahkan re'
2022-02-06 15:26:50+00:00;Creamiest Boba in Town;b'BEAR BOBBA LOWOKWARU 50 Disc ShopeeFood GrabFood GoFood Boba Brown Sugar 13K BigCup22oz'
2022-02-06 15:26:50+00:00;Creamiest Boba in Town;b'BEAR BOBBA LOWOKWARU 50 Disc ShopeeFood GrabFood GoFood Boba Brown Sugar 13K BigCup22oz'
2022-02-06 15:27:02+00:00;canda;b'Kejadian tiap mau gofood mau makan apa Terserah yauda beli bakmi babi yuk Yuk yukk eh yg lain aja soale ak'
2022-02-06 15:27:02+00:00;canda;b'Kejadian tiap mau gofood mau makan apa Terserah yauda beli bakmi babi yuk Yuk yukk eh yg lain aja soale ak'
2022-02-06 15:30:02+00:00;Kabar Malang;b'RT BEAR BOBBA LOWOKWARU 50 Disc ShopeeFood GrabFood GoFood Boba Brown Sugar 13K BigCup22oz Inf'
2022-02-06 15:30:02+00:00;Kabar Malang;b'RT BEAR BOBBA LOWOKWARU 50 Disc ShopeeFood GrabFood GoFood Boba Brown Sugar 13K BigCup22oz Inf'
2022-02-06 15:40:16+00:00;Caera | GA ??;b'Udahh ngubek shopee food sama gofood kenapaa gaada sate Padang yang Deket dari rumah gua sihh'
2022-02-06 15:40:16+00:00;Caera | GA ??;b'Udahh ngubek shopee food sama gofood kenapaa gaada sate Padang yang Deket dari rumah gua sihh'
2022-02-06 15:41:43+00:00;Kei • LOVES JOHNNY SUH SO VERY MUCH!!??;b'AHAHA TERNYATA KARAPITAN DI BANDUNG ANJR DISHSJSHHSHSH kirain di sekitar jkt jadi td mau beli lewat gofood ta'
2022-02-06 15:41:43+00:00;Kei • LOVES JOHNNY SUH SO VERY MUCH!!??;b'AHAHA TERNYATA KARAPITAN DI BANDUNG ANJR DISHSJSHHSHSH kirain di sekitar jkt jadi td mau beli lewat gofood ta'
2022-02-06 15:43:58+00:00;syim;b'RT GIVEAWAY TIME aku mau bagiin voucher GoFood sebesar 100 000 buat 10 pemenang caranya gampang bgt tinggal follow'
2022-02-06 15:43:58+00:00;syim;b'RT GIVEAWAY TIME aku mau bagiin voucher GoFood sebesar 100 000 buat 10 pemenang caranya gampang bgt tinggal follow'
2022-02-06 15:44:25+00:00;syim;b'Pengin makan ramen sama doi Plis help me GoFood'
2022-02-06 15:44:25+00:00;syim;b'Pengin makan ramen sama doi Plis help me GoFood'
2022-02-06 15:46:48+00:00;(*???*)~?.:*?;b'Aku baru pernah nyoba kabobs enak bgt yg largenya jg gede apalagi klo ada promo gofood'
2022-02-06 15:46:48+00:00;(*???*)~?.:*?;b'Aku baru pernah nyoba kabobs enak bgt yg largenya jg gede apalagi klo ada promo gofood'
2022-02-06 15:48:14+00:00;Ailaa;b'Ya Allah lagi scroll tl tbtb kepencet iklan gofood kaget bgt mana volume gede'
2022-02-06 15:48:14+00:00;Ailaa;b'Ya Allah lagi scroll tl tbtb kepencet iklan gofood kaget bgt mana volume gede'
2022-02-06 15:49:10+00:00;icak ??;b'Malam ini makan samyang cheese sama gofood dimsum udang kejunya gacoan dua porsi hahah agak nyesel tapi gak terlalu sih soalnya enak'
2022-02-06 15:49:10+00:00;icak ??;b'Malam ini makan samyang cheese sama gofood dimsum udang kejunya gacoan dua porsi hahah agak nyesel tapi gak terlalu sih soalnya enak'
2022-02-06 15:49:15+00:00;mafazaanil;b'Tau gitu di gofood in'
2022-02-06 15:49:15+00:00;mafazaanil;b'Tau gitu di gofood in'
2022-02-06 15:49:40+00:00;• Re •;b'Tapi ada martabak mini tapi udah malem di gofood juga kayanya kemaleman Tapi dicoba dulu'
2022-02-06 15:49:40+00:00;• Re •;b'Tapi ada martabak mini tapi udah malem di gofood juga kayanya kemaleman Tapi dicoba dulu'
2022-02-06 15:51:01+00:00;FESS;b'di gofood in ayang krn aku ga enak badan dan pengen sate fess'
2022-02-06 15:51:01+00:00;FESS;b'di gofood in ayang krn aku ga enak badan dan pengen sate fess'
2022-02-06 15:51:42+00:00;Askrlfess;b'di gofood in ayang krn aku ga enak badan dan pengen sate askrl hihi'
2022-02-06 15:51:42+00:00;Askrlfess;b'di gofood in ayang krn aku ga enak badan dan pengen sate askrl hihi'
2022-02-06 15:52:31+00:00;ava korea;b'Gpp kakkk kadang emang ada driver yang nunggu malem Aku aja pernah gofood jam 2 pagi karena kelaperan banget'
2022-02-06 15:52:31+00:00;ava korea;b'Gpp kakkk kadang emang ada driver yang nunggu malem Aku aja pernah gofood jam 2 pagi karena kelaperan banget'
2022-02-06 15:54:36+00:00;Zahra ??;b'oohh wkwk ok gofood jg si ade aja berarti'
2022-02-06 15:54:36+00:00;Zahra ??;b'oohh wkwk ok gofood jg si ade aja berarti'
2022-02-06 15:55:12+00:00;tasiii;b'baru juga sehari udah males makan grgr males masak pusing sendiri cari menu di gofood kalo ngga ada yg ngajak ng'
2022-02-06 15:55:12+00:00;tasiii;b'baru juga sehari udah males makan grgr males masak pusing sendiri cari menu di gofood kalo ngga ada yg ngajak ng'
2022-02-06 15:59:05+00:00;Rebecka L.F Pasaribu;b'Ada lg klo pas gua nge gofood malah ngejulidin Pernah sekali kedengeran gua ngomong gini gofood mulu'
2022-02-06 15:59:05+00:00;Rebecka L.F Pasaribu;b'Ada lg klo pas gua nge gofood malah ngejulidin Pernah sekali kedengeran gua ngomong gini gofood mulu'
2022-02-06 15:59:35+00:00;t –;b'boleh deh aku gofood in aja mau ga serlok coba'
2022-02-06 15:59:35+00:00;t –;b'boleh deh aku gofood in aja mau ga serlok coba'
2022-02-06 16:01:00+00:00;leo;b'Gila w gak bisa relate dengan ini Dear gojek how to get a lot of useful gofood voucher huh'
2022-02-06 16:01:00+00:00;leo;b'Gila w gak bisa relate dengan ini Dear gojek how to get a lot of useful gofood voucher huh'
2022-02-06 16:02:27+00:00;Bontot;b'Kalau jam segni enaknya gofood makan apaan ya Dari tadi buka palikasi gofood grabfoof shopeyfood sama east traveloka gaka nemu yang pas'
2022-02-06 16:02:27+00:00;Bontot;b'Kalau jam segni enaknya gofood makan apaan ya Dari tadi buka palikasi gofood grabfoof shopeyfood sama east traveloka gaka nemu yang pas'
2022-02-06 16:02:45+00:00;freetag ichy;b'RT SCAMMER ALERT zonaba zonajajan zonauang penipu berkedok jual voucher gofood 085759918433 aku gak sempet ss acc dia'
2022-02-06 16:02:45+00:00;freetag ichy;b'RT SCAMMER ALERT zonaba zonajajan zonauang penipu berkedok jual voucher gofood 085759918433 aku gak sempet ss acc dia'
2022-02-06 16:04:03+00:00;``eve watashi;b'gx ada makanan gofood in donk'
2022-02-06 16:04:03+00:00;``eve watashi;b'gx ada makanan gofood in donk'
2022-02-06 16:06:01+00:00;ara? ????;b'Jinkook few tweets lokal au Dimana Seokjin adalah abang gofood dan Jungkook adalah customer nya Seokjin'
2022-02-06 16:06:01+00:00;ara? ????;b'Jinkook few tweets lokal au Dimana Seokjin adalah abang gofood dan Jungkook adalah customer nya Seokjin'
2022-02-06 16:08:20+00:00;dwirezy fauzani;b'tapi makanan yg kita mau udh close order jd we decide buat balik lagi dan pilih gofood aja'
2022-02-06 16:08:20+00:00;dwirezy fauzani;b'tapi makanan yg kita mau udh close order jd we decide buat balik lagi dan pilih gofood aja'
2022-02-06 16:10:04+00:00;dwirezy fauzani;b'terus barusan w tanya ke dia mau gofood apa dia blg gk mau soalnya gk terlalu lapar tadi mah pengen makan diluar'
2022-02-06 16:10:04+00:00;dwirezy fauzani;b'terus barusan w tanya ke dia mau gofood apa dia blg gk mau soalnya gk terlalu lapar tadi mah pengen makan diluar'
2022-02-06 16:10:19+00:00;ara? ????;b'1 ada abang gofood ganteng'
2022-02-06 16:10:19+00:00;ara? ????;b'1 ada abang gofood ganteng'
2022-02-06 16:10:21+00:00;Bismillah KOMISARIS!!!;b'Cocok buat ojol main gofood aja'
2022-02-06 16:10:21+00:00;Bismillah KOMISARIS!!!;b'Cocok buat ojol main gofood aja'
2022-02-06 16:13:19+00:00;bapakmu;b'BAKMI JOGJA PIYAMAN DI GOFOOD ADA KEKNYA'
2022-02-06 16:13:19+00:00;bapakmu;b'BAKMI JOGJA PIYAMAN DI GOFOOD ADA KEKNYA'
2022-02-06 16:18:45+00:00;meiyyy;b'ke rumah afr padahal niat nya nge gofood tapi ketiduran 2 jam'
2022-02-06 16:18:45+00:00;meiyyy;b'ke rumah afr padahal niat nya nge gofood tapi ketiduran 2 jam'
2022-02-06 16:21:37+00:00;Kuliner Rafisah;b'Dapat di order AREA PADANG SUMATRA BARAT GOJEK GoToStore gopay cashback amp Free On'
2022-02-06 16:21:37+00:00;Kuliner Rafisah;b'Dapat di order AREA PADANG SUMATRA BARAT GOJEK GoToStore gopay cashback amp Free On'
2022-02-06 16:21:49+00:00;??????? wtb fantopia deck c win;b'bb kemaren lu ada pake uang gue kan yaa mau minta balik dong gue mau gofood WKWK'
2022-02-06 16:21:49+00:00;??????? wtb fantopia deck c win;b'bb kemaren lu ada pake uang gue kan yaa mau minta balik dong gue mau gofood WKWK'
2022-02-06 16:23:01+00:00;?? ?????;b'Apakah kamu pake discount toko dan discount gofood nder'
2022-02-06 16:23:01+00:00;?? ?????;b'Apakah kamu pake discount toko dan discount gofood nder'
2022-02-06 16:23:48+00:00;Mega;b'RT Saya beli kopi via gofood Vendor menjual kantong kain sebagai alternatif kantong plastik sekali pakai Saya beli kanto'
2022-02-06 16:23:48+00:00;Mega;b'RT Saya beli kopi via gofood Vendor menjual kantong kain sebagai alternatif kantong plastik sekali pakai Saya beli kanto'
2022-02-06 16:27:23+00:00;Zefanya.;b'Kimi Ngedate di rumah sepanjang weekend Ngobrolin apapun nyambung Jarang berantem sama dia k'
2022-02-06 16:27:23+00:00;Zefanya.;b'Kimi Ngedate di rumah sepanjang weekend Ngobrolin apapun nyambung Jarang berantem sama dia k'
2022-02-06 16:33:18+00:00;natal;b'Baru kali ini ngerasain menstruasi sampe gabisa bangun dr kasur Ke kamar mandi aja perjuangan banget Kalo ga ada'
2022-02-06 16:33:18+00:00;natal;b'Baru kali ini ngerasain menstruasi sampe gabisa bangun dr kasur Ke kamar mandi aja perjuangan banget Kalo ga ada'
2022-02-06 16:38:42+00:00;????????;b'kaya mantan aku dulu gitu minta ini minta itu dari cuma minta saldo gofood sampai minta dibeliin iphone'
2022-02-06 16:38:42+00:00;????????;b'kaya mantan aku dulu gitu minta ini minta itu dari cuma minta saldo gofood sampai minta dibeliin iphone'
2022-02-06 16:40:25+00:00;DC;b'Pak adit hampir sejam ubek2 menu gofood ujung2nya makan nasi sama sarden'
2022-02-06 16:40:25+00:00;DC;b'Pak adit hampir sejam ubek2 menu gofood ujung2nya makan nasi sama sarden'
2022-02-06 16:44:40+00:00;cexs;b'Kangen vibe rumah kamar sebelahan sama pupu Nonton film dikamar bobo Keluar kamar kalo ambil gofood doang Mana a'
2022-02-06 16:44:40+00:00;cexs;b'Kangen vibe rumah kamar sebelahan sama pupu Nonton film dikamar bobo Keluar kamar kalo ambil gofood doang Mana a'
2022-02-06 16:45:03+00:00;daul?? ^open PO kolbuk??^;b'Ini klo pesen gofood tengah malem gini masih ada yg nyangkut ga si'
2022-02-06 16:45:03+00:00;daul?? ^open PO kolbuk??^;b'Ini klo pesen gofood tengah malem gini masih ada yg nyangkut ga si'
2022-02-06 16:46:57+00:00;thia;b'Asli biasanya sehari bisa sampe 2 3 kali gofood'
2022-02-06 16:46:57+00:00;thia;b'Asli biasanya sehari bisa sampe 2 3 kali gofood'
2022-02-06 16:46:59+00:00;artha;b'y00ngia masih kokk aku pesen gofood jam 1 pagi juga ada yang ambill'
2022-02-06 16:46:59+00:00;artha;b'y00ngia masih kokk aku pesen gofood jam 1 pagi juga ada yang ambill'
2022-02-06 16:48:03+00:00;ardi;b'Kalo demam kan bisa gofood pan jangan di paksain gitu lah'
2022-02-06 16:48:03+00:00;ardi;b'Kalo demam kan bisa gofood pan jangan di paksain gitu lah'
2022-02-06 16:51:05+00:00;?;b'Ok mari kita liat kira kira minggu ini dapet voucher gofood lagi tidakk'
2022-02-06 16:51:05+00:00;?;b'Ok mari kita liat kira kira minggu ini dapet voucher gofood lagi tidakk'
2022-02-06 16:51:09+00:00;ruben kasep;b'ga tp gofood'
2022-02-06 16:51:09+00:00;ruben kasep;b'ga tp gofood'
2022-02-06 16:52:03+00:00;nanaa ??;b'kan nunggu gofood dari kamu yank'
2022-02-06 16:52:03+00:00;nanaa ??;b'kan nunggu gofood dari kamu yank'
2022-02-06 16:56:26+00:00;zera;b'Sorry oot klau langganan gofood plus perpanjang otomatis engga'
2022-02-06 16:56:26+00:00;zera;b'Sorry oot klau langganan gofood plus perpanjang otomatis engga'
2022-02-06 17:01:23+00:00;Arkan;b'gue mau tapi beliin gofood'
2022-02-06 17:01:23+00:00;Arkan;b'gue mau tapi beliin gofood'
2022-02-06 17:03:40+00:00;Rio Bohir Orang Baik;b'Sampe bandung di kamar rebahan makan pesen gofood rebahan lg keluar macet'
2022-02-06 17:03:40+00:00;Rio Bohir Orang Baik;b'Sampe bandung di kamar rebahan makan pesen gofood rebahan lg keluar macet'
2022-02-06 17:05:47+00:00;ical;b'Gue nonton berkali kali gyutaro vs tengen sumpah keren bgt pengen gue applause gofood in yg buat animasi nya T T'
2022-02-06 17:05:47+00:00;ical;b'Gue nonton berkali kali gyutaro vs tengen sumpah keren bgt pengen gue applause gofood in yg buat animasi nya T T'
2022-02-06 17:06:39+00:00;ava korea;b'Aku kalau pesen gofood pas malem banget atau pas hujan aku selalu kasih tip sih kakkk Kasian juga sama mas mas gofoodnya'
2022-02-06 17:06:39+00:00;ava korea;b'Aku kalau pesen gofood pas malem banget atau pas hujan aku selalu kasih tip sih kakkk Kasian juga sama mas mas gofoodnya'
2022-02-06 17:07:20+00:00;Shinta Nur Alifia;b'ada yg dpt voucher gofood 25k ngga'
2022-02-06 17:07:20+00:00;Shinta Nur Alifia;b'ada yg dpt voucher gofood 25k ngga'
2022-02-06 17:10:44+00:00;?? - ia sch;b'siapa yg tau kode promo gofood'
2022-02-06 17:10:44+00:00;?? - ia sch;b'siapa yg tau kode promo gofood'
2022-02-06 17:11:37+00:00;NaiorNey;b'Liat tranding muncul Ria SW gapaham sih lg ngomongin apa tp lngsng buka yutub liat video Ria Sw makan ayam gepuk'
2022-02-06 17:11:37+00:00;NaiorNey;b'Liat tranding muncul Ria SW gapaham sih lg ngomongin apa tp lngsng buka yutub liat video Ria Sw makan ayam gepuk'
2022-02-06 17:15:45+00:00;Liora ??;b'gofood bsa ga'
2022-02-06 17:15:45+00:00;Liora ??;b'gofood bsa ga'
2022-02-06 17:16:02+00:00;TetapGaruda;b'gofood nya ditunggu'
2022-02-06 17:16:02+00:00;TetapGaruda;b'gofood nya ditunggu'
2022-02-06 17:17:23+00:00;YA SIAPA;b'Kemarin sore kesel banget ada yg chat org baru kenalan terus dia ngajak meet maksa dan nyuruh bawain makanan gblg'
2022-02-06 17:17:23+00:00;YA SIAPA;b'Kemarin sore kesel banget ada yg chat org baru kenalan terus dia ngajak meet maksa dan nyuruh bawain makanan gblg'
2022-02-06 17:17:51+00:00;Irfan Syahrefi;b'terhitung sudah 9 kali selama 2 bulan terakhir ini makan terang bulan 1 kotak full sendirian 3 kali di gofood in o'
2022-02-06 17:17:51+00:00;Irfan Syahrefi;b'terhitung sudah 9 kali selama 2 bulan terakhir ini makan terang bulan 1 kotak full sendirian 3 kali di gofood in o'
2022-02-06 17:17:53+00:00;Earlgreytea;b'Kena softbanned keknya gak dpt voc gofood minggu ini Padahal dah langganan gofood plus'
2022-02-06 17:17:53+00:00;Earlgreytea;b'Kena softbanned keknya gak dpt voc gofood minggu ini Padahal dah langganan gofood plus'
2022-02-06 17:21:15+00:00;Aditia Permana;b'Vc gofood minggu ini ada yg udah dapet'
2022-02-06 17:21:15+00:00;Aditia Permana;b'Vc gofood minggu ini ada yg udah dapet'
2022-02-06 17:24:29+00:00;carol.;b'mau gofood tp berdasarkan past experience kayaknya jangan'
2022-02-06 17:24:29+00:00;carol.;b'mau gofood tp berdasarkan past experience kayaknya jangan'
2022-02-06 17:29:32+00:00;Mom of two ??;b'Aku soalnya desember dapet 25k 2 minggu berturut abis itu mingdep nya gadapet voc gofood pas dapet lagi dapetnya yg 10k'
2022-02-06 17:29:32+00:00;Mom of two ??;b'Aku soalnya desember dapet 25k 2 minggu berturut abis itu mingdep nya gadapet voc gofood pas dapet lagi dapetnya yg 10k'
2022-02-06 17:29:56+00:00;^^;b'Betul sekali setelah berfikir panjang akhirnya saya memutuskan untuk gofood saja'
2022-02-06 17:29:56+00:00;^^;b'Betul sekali setelah berfikir panjang akhirnya saya memutuskan untuk gofood saja'
2022-02-06 17:36:48+00:00;BORIS-19;b'Ya Gapunya pilihan lain Namanya kepala keluarga yg harus mencari nafkah Harusnya sih baru minggu lalu'
2022-02-06 17:36:48+00:00;BORIS-19;b'Ya Gapunya pilihan lain Namanya kepala keluarga yg harus mencari nafkah Harusnya sih baru minggu lalu'
2022-02-06 17:40:41+00:00;tutiiii;b'tengah malamta nge gofood nasgor'
2022-02-06 17:40:41+00:00;tutiiii;b'tengah malamta nge gofood nasgor'
2022-02-06 17:42:44+00:00;shEr,;b'gofood in doang cukup si tp bebas'
2022-02-06 17:42:44+00:00;shEr,;b'gofood in doang cukup si tp bebas'
2022-02-06 17:42:48+00:00;Sensen Rompies;b'gada pesen gofood mas dari siapa emang oh ini dari tadi mas shit'
2022-02-06 17:42:48+00:00;Sensen Rompies;b'gada pesen gofood mas dari siapa emang oh ini dari tadi mas shit'
2022-02-06 17:47:14+00:00;AR;b'Wkwkw ya udah gofood aja'
2022-02-06 17:47:14+00:00;AR;b'Wkwkw ya udah gofood aja'
2022-02-06 17:51:11+00:00;nesyaaaa;b'RT Jalan jalan ke Bromo Weekend enaknya dapet promo PastiAdaPromo sampe 50 di GoFood Pickup untuk pesen makanan cus a'
2022-02-06 17:51:11+00:00;nesyaaaa;b'RT Jalan jalan ke Bromo Weekend enaknya dapet promo PastiAdaPromo sampe 50 di GoFood Pickup untuk pesen makanan cus a'
2022-02-06 17:51:17+00:00;nesyaaaa;b'RT Cepet sampenya cepet uenaknya PastiAdaPromo nya Like retweet share jadwalnya biar kalo sibuk udah paham mau sik'
2022-02-06 17:51:17+00:00;nesyaaaa;b'RT Cepet sampenya cepet uenaknya PastiAdaPromo nya Like retweet share jadwalnya biar kalo sibuk udah paham mau sik'
2022-02-06 17:54:31+00:00;ra rosé;b'ini kalo gua gofood jam segini Kira kira ada yang ambil ga y'
2022-02-06 17:54:31+00:00;ra rosé;b'ini kalo gua gofood jam segini Kira kira ada yang ambil ga y'
2022-02-06 18:14:34+00:00;oci;b'oci mau jajan ga ga ah males bawa motor gofood aja jgn boros ka baru tgl 6 gpp kan februari cuma 28 pil'
2022-02-06 18:14:34+00:00;oci;b'oci mau jajan ga ga ah males bawa motor gofood aja jgn boros ka baru tgl 6 gpp kan februari cuma 28 pil'
2022-02-06 18:21:42+00:00;hendriansyah;b'Dpt vc gofood gak minggu ini'
2022-02-06 18:21:42+00:00;hendriansyah;b'Dpt vc gofood gak minggu ini'
2022-02-06 18:22:03+00:00;hendriansyah;b'Ada yg dpt vc gofood'
2022-02-06 18:22:03+00:00;hendriansyah;b'Ada yg dpt vc gofood'
2022-02-06 18:24:28+00:00;Kiara.;b'BANGSAT ELIO ayo eh tp gue bnrn males bgt anjing trs tar siang tuh temen2 gue pd mau main KAN GAK M'
2022-02-06 18:24:28+00:00;Kiara.;b'BANGSAT ELIO ayo eh tp gue bnrn males bgt anjing trs tar siang tuh temen2 gue pd mau main KAN GAK M'
2022-02-06 18:25:03+00:00;Gietzsche // Giz??;b'Cuma orang gila yg kelaperan malem terus gofood burger king Dan orang gila itu adalah aku'
2022-02-06 18:25:03+00:00;Gietzsche // Giz??;b'Cuma orang gila yg kelaperan malem terus gofood burger king Dan orang gila itu adalah aku'
2022-02-06 18:30:16+00:00;Idrafin L'rontma;b'Agak tremor Pening Badan linu2 Mungkin kamu positif salatri Cek gofood udh dateng blm'
2022-02-06 18:30:16+00:00;Idrafin L'rontma;b'Agak tremor Pening Badan linu2 Mungkin kamu positif salatri Cek gofood udh dateng blm'
2022-02-06 18:32:18+00:00;11:11;b'Pesen gofood dapet driver cewek Badan cewek jam segini masih kerja luar biasa'
2022-02-06 18:32:18+00:00;11:11;b'Pesen gofood dapet driver cewek Badan cewek jam segini masih kerja luar biasa'
2022-02-06 18:35:30+00:00;E L;b'Gofood in kue atau makanan kesukaan terus kirim kado kirim video ucapan'
2022-02-06 18:35:30+00:00;E L;b'Gofood in kue atau makanan kesukaan terus kirim kado kirim video ucapan'
2022-02-06 18:45:07+00:00;Hot Flaming Tuna;b'Yaelah bikin laper aja status nya gofood dah ini'
2022-02-06 18:45:07+00:00;Hot Flaming Tuna;b'Yaelah bikin laper aja status nya gofood dah ini'
2022-02-06 18:55:10+00:00;Mincakwe Capcay Caplang;b'Yang ga dapet coba klik link Tadinya aku gapunya vouchernya Tp setelah ngeklik lgsg dapet xixixi'
2022-02-06 18:55:10+00:00;Mincakwe Capcay Caplang;b'Yang ga dapet coba klik link Tadinya aku gapunya vouchernya Tp setelah ngeklik lgsg dapet xixixi'
2022-02-06 18:56:20+00:00;LayerCake;b'Sangat bahagia pesen gofood dini hari Thanks for all drivers yang available sampe jam segini heheheh'
2022-02-06 18:56:20+00:00;LayerCake;b'Sangat bahagia pesen gofood dini hari Thanks for all drivers yang available sampe jam segini heheheh'
2022-02-06 19:03:51+00:00;Ohayou;b'Voc gofood bersih libur jajan'
2022-02-06 19:03:51+00:00;Ohayou;b'Voc gofood bersih libur jajan'
2022-02-06 19:05:54+00:00;s;b'pak jokowi pernah nge gofood gak ya'
2022-02-06 19:08:11+00:00;Fabble;b'Semangat mas Gofood'
2022-02-06 19:08:11+00:00;Fabble;b'Semangat mas Gofood'
2022-02-06 19:18:55+00:00;BitaaAaaAAa-!!;b'JGN GITU DONG AKU LG ORDER GOFOOD'
2022-02-06 19:18:55+00:00;BitaaAaaAAa-!!;b'JGN GITU DONG AKU LG ORDER GOFOOD'
2022-02-06 19:20:22+00:00;februari;b'Minggu ini tidak dapat voucher gofood oke ku ga akan buka gojek dulu kl gt'
2022-02-06 19:20:22+00:00;februari;b'Minggu ini tidak dapat voucher gofood oke ku ga akan buka gojek dulu kl gt'
2022-02-06 19:23:49+00:00;Avail Jakbar ??yeyen mungil??;b'Sering sekali beli gofood GK enk'
2022-02-06 19:23:49+00:00;Avail Jakbar ??yeyen mungil??;b'Sering sekali beli gofood GK enk'
2022-02-06 19:34:06+00:00;Asirwada Niroga;b'Disini ada yang tau catring daerah jakbar kb jeruk Yah catring makanan anak rumahan kek tempe sayur asem dll'
